0.0	0.0
0.02	0.0149855359565
0.04	0.0591102721737
0.06	0.129926851978
0.08	0.223514208959
0.1	0.334704063528
0.12	0.457378142664
0.14	0.58481786339
0.16	0.710085178011
0.18	0.826411644836
0.2	0.927572649518
0.22	1.00822504085
0.24	1.06418913949
0.26	1.09265991581
0.28	1.09233682785
0.3	1.06346702456
0.32	1.00780199284
0.34	0.928472899065
0.36	0.829794517281
0.38	0.717011466315
0.4	0.596003285395
0.42	0.472966531301
0.44	0.354092533043
0.46	0.245258730372
0.48	0.151749763652
0.5	0.0780218516395
0.52	0.0275207141053
0.54	0.00255961948739
0.56	0.00426032331961
0.58	0.0325559603728
0.6	0.0862515844179
0.62	0.163135196576
0.64	0.260129899424
0.66	0.373476338574
0.68	0.498933871124
0.7	0.631988905185
0.72	0.768059516354
0.74	0.902686660591
0.76	1.03170393909
0.78	1.15137978732
0.8	1.25852801347
0.82	1.35058466425
0.84	1.42565112868
0.86	1.4825051039
0.88	1.52058246875
0.9	1.53993419529
0.92	1.54116315579
0.94	1.52534605922
0.96	1.49394580176
0.98	1.44871928251
1.0	1.39162527201
1.02	1.32473628491
1.04	1.2501576617
1.06	1.16995626378
1.08	1.08610038482
1.1	1.00041172288
1.12	0.914529575749
1.14	0.82988684198
1.16	0.747696945586
1.18	0.668950458506
1.2	0.594419969826
1.22	0.524671634854
1.24	0.460081817325
1.26	0.400857297828
1.28	0.347057643036
1.3	0.298618495844
1.32	0.255374738874
1.34	0.217082688242
1.36	0.183440678008
1.38	0.15410758834
1.4	0.128719044718
1.42	0.106901166382
1.44	0.0882818673311
1.46	0.0724998116079
1.48	0.0592111973939
1.5	0.0480945936296
1.52	0.0388540812716
1.54	0.0312209622608
1.56	0.0249542962236
1.58	0.0198405112647
1.6	0.0156923140658
1.62	0.0123470986644
1.64	0.00966502509052
1.66	0.00752691039581
1.68	0.00583204695116
1.7	0.00449603727216
1.72	0.00344871171056
1.74	0.00263217550095
1.76	0.00199901498424
1.78	0.00151067927355
1.8	0.00113604297512
1.82	0.000850147532123
1.84	0.000633112979153
1.86	0.000469208019284
1.88	0.000346064011535
1.9	0.000254017353465
1.92	0.000185564566805
1.94	0.000134914887137
1.96	9.7626107801e-05
1.98	7.03106595546e-05
2.0	5.04002853135e-05
2.02	3.59590906655e-05
2.04	2.55361420604e-05
2.06	1.80500952914e-05
2.08	1.2699536025e-05
2.1	8.89378530241e-06
2.12	6.19986075197e-06
2.14	4.30209115808e-06
2.16	2.97156570706e-06
2.18	2.04317052383e-06
2.2	1.39843650555e-06
2.22	9.52806904565e-07
2.24	6.46243258199e-07
2.26	4.36335921603e-07
2.28	2.93281318783e-07
2.3	1.96241501195e-07
2.32	1.30720811921e-07
2.34	8.6686267706e-08
2.36	5.72284129711e-08
2.38	3.76125648699e-08
2.4	2.46103590939e-08
2.42	1.60313648225e-08
2.44	1.03966703833e-08
2.46	6.71263242567e-09
2.48	4.31489025067e-09
2.5	2.76139367047e-09
2.52	1.75942952458e-09
2.54	1.11610129555e-09
2.56	7.04898614661e-10
2.58	4.43245208255e-10
2.6	2.77497291896e-10
2.62	1.72971137028e-10
2.64	1.07347400547e-10
2.66	6.63307890865e-11
2.68	4.08081779509e-11
2.7	2.49971362313e-11
2.72	1.52456821391e-11
2.74	9.2580493686e-12
2.76	5.59771222982e-12
2.78	3.36994216191e-12
2.8	2.02002819565e-12
2.82	1.20564033469e-12
2.84	7.16482611509e-13
2.86	4.23958389416e-13
2.88	2.49788592028e-13
2.9	1.4653986971e-13
2.92	8.56002114161e-14
2.94	4.97888006013e-14
2.96	2.88355470017e-14
2.98	1.66290062559e-14
3.0	9.54877808381e-15
3.02	5.45977183751e-15
3.04	3.10848036146e-15
3.06	1.7622617494e-15
3.08	9.94816616558e-16
3.1	5.59200584425e-16
3.12	3.13001038775e-16
3.14	1.74453260392e-16
3.16	9.68208947962e-17
3.18	5.35078242945e-17
3.2	2.94459228358e-17
3.22	1.61359363638e-17
3.24	8.80492619531e-18
3.26	4.78433083394e-18
3.28	2.58870156234e-18
3.3	1.39479186077e-18
3.32	7.48350011561e-19
3.34	3.99824467016e-19
3.36	2.12718105674e-19
3.38	1.12696719844e-19
3.4	5.94553632014e-20
3.42	3.1235245913e-20
3.44	1.63408303975e-20
3.46	8.51294370624e-21
3.48	4.41634478651e-21
3.5	2.28152303074e-21
3.52	1.17372539716e-21
3.54	6.01296908225e-22
3.56	3.06756171437e-22
3.58	1.55840575236e-22
3.6	7.88409194717e-23
3.62	3.97198603689e-23
3.64	1.99273529678e-23
3.66	9.95584983672e-24
3.68	4.95330220062e-24
3.7	2.45414375892e-24
3.72	1.21086232756e-24
3.74	5.94949388014e-25
3.76	2.91109675225e-25
3.78	1.41848740049e-25
3.8	6.88315260586e-26
3.82	3.32616064487e-26
3.84	1.60064038184e-26
3.86	7.6707857114e-27
3.88	3.66085272469e-27
3.9	1.73988991463e-27
3.92	8.23491569344e-28
3.94	3.88146051759e-28
3.96	1.82192527366e-28
3.98	8.51659610072e-29
4.0	3.9646272846e-29
4.02	1.83797758752e-29
4.04	8.48555565191e-30
4.06	3.90142512541e-30
4.08	1.78636359072e-30
4.1	8.14555531798e-31
4.12	3.69893286209e-31
4.14	1.6727758797e-31
4.16	7.53364687788e-32
4.18	3.37893300673e-32
4.2	1.50925053489e-32
4.22	6.71353316853e-33
4.24	2.97405900761e-33
4.26	1.31207075128e-33
4.28	5.76467383127e-34
4.3	2.5223340903e-34
4.32	1.09911068049e-34
4.34	4.76970754615e-35
4.36	2.06136133972e-35
4.38	8.87215447569e-36
4.4	3.80291998638e-36
4.42	1.62337528894e-36
4.44	6.90136252074e-37
4.46	2.92190053933e-37
4.48	1.23200138666e-37
4.5	5.17335928987e-38
4.52	2.16346688203e-38
4.54	9.01040910362e-39
4.56	3.73728219883e-39
4.58	1.54377807234e-39
