#m_1	m_2	CGcoefficient
-2	-5	0.0
-2	-4	0.0
-2	-3	0.0
-2	-2	-0.1348399725
-2	-1	-0.2522624896
-2	0	-0.3692744729
-2	1	-0.4767312946
-2	2	-0.5640760748
-2	3	-0.6179143807
-2	4	-0.6179143807
-2	5	-0.5222329679
-1	-5	0.0
-1	-4	0.0
-1	-3	0.3302891295
-1	-2	0.4767312946
-1	-1	0.53935989
-1	0	0.5222329679
-1	1	0.4264014327
-1	2	0.2522624896
-1	3	0.0
-1	4	-0.3302891295
-1	5	-0.7385489459
0	-5	0.0
0	-4	-0.5720775535
0	-3	-0.5720775535
0	-2	-0.4369314488
0	-1	-0.2335496832
0	0	0.0
0	1	0.2335496832
0	2	0.4369314488
0	3	0.5720775535
0	4	0.5720775535
0	5	0.0
1	-5	0.7385489459
1	-4	0.3302891295
1	-3	0.0
1	-2	-0.2522624896
1	-1	-0.4264014327
1	0	-0.5222329679
1	1	-0.53935989
1	2	-0.4767312946
1	3	-0.3302891295
1	4	0.0
1	5	0.0
2	-5	0.5222329679
2	-4	0.6179143807
2	-3	0.6179143807
2	-2	0.5640760748
2	-1	0.4767312946
2	0	0.3692744729
2	1	0.2522624896
2	2	0.1348399725
2	3	0.0
2	4	0.0
2	5	0.0
