#m_1	m_2	CGcoefficient
-4	-6	0.0
-4	-5	-0.632455532
-4	-4	-0.6992058988
-4	-3	-0.6567895774
-4	-2	-0.568796459
-4	-1	-0.464420364
-4	0	-0.3597384671
-4	1	-0.2639758662
-4	2	-0.1821606537
-4	3	-0.1165103456
-4	4	-0.0672672794
-4	5	-0.033257833
-4	6	-0.0122812688
-3	-6	0.7745966692
-3	-5	0.2108185107
-3	-4	-0.1695823397
-3	-3	-0.4021998333
-3	-2	-0.519237752
-3	-1	-0.5495095853
-3	0	-0.5184383093
-3	1	-0.448055965
-3	2	-0.3570027736
-3	3	-0.2605250529
-3	4	-0.1704694373
-3	5	-0.0952623326
-3	6	-0.0397958592
-2	-6	0.6831300511
-2	-5	0.5411196333
-2	-4	0.2747547926
-2	-3	0.0
-2	-2	-0.232210182
-2	-1	-0.3990939966
-2	0	-0.4938536248
-2	1	-0.5198909272
-2	2	-0.4873977442
-2	3	-0.4110098662
-2	4	-0.3079718439
-2	5	-0.1965003003
-2	6	-0.0939336437
-1	-6	0.4970501217
-1	-5	0.5798918087
-1	-4	0.5016313257
-1	-3	0.3283947887
-1	-2	0.1115501632
-1	-1	-0.1077676961
-1	0	-0.2978049409
-1	1	-0.4359417953
-1	2	-0.5085987612
-1	3	-0.5111870667
-1	4	-0.448055965
-1	5	-0.3323514952
-1	6	-0.1852396434
0	-6	0.320844474
0	-5	0.4782867027
0	-4	0.5362664444
0	-3	0.4988674957
0	-2	0.3810163435
0	-1	0.2055049331
0	0	0.0
0	1	-0.2055049331
0	2	-0.3810163435
0	3	-0.4988674957
0	4	-0.5362664444
0	5	-0.4782867027
0	6	-0.320844474
1	-6	0.1852396434
1	-5	0.3323514952
1	-4	0.448055965
1	-3	0.5111870667
1	-2	0.5085987612
1	-1	0.4359417953
1	0	0.2978049409
1	1	0.1077676961
1	2	-0.1115501632
1	3	-0.3283947887
1	4	-0.5016313257
1	5	-0.5798918087
1	6	-0.4970501217
2	-6	0.0939336437
2	-5	0.1965003003
2	-4	0.3079718439
2	-3	0.4110098662
2	-2	0.4873977442
2	-1	0.5198909272
2	0	0.4938536248
2	1	0.3990939966
2	2	0.232210182
2	3	0.0
2	4	-0.2747547926
2	5	-0.5411196333
2	6	-0.6831300511
3	-6	0.0397958592
3	-5	0.0952623326
3	-4	0.1704694373
3	-3	0.2605250529
3	-2	0.3570027736
3	-1	0.448055965
3	0	0.5184383093
3	1	0.5495095853
3	2	0.519237752
3	3	0.4021998333
3	4	0.1695823397
3	5	-0.2108185107
3	6	-0.7745966692
4	-6	0.0122812688
4	-5	0.033257833
4	-4	0.0672672794
4	-3	0.1165103456
4	-2	0.1821606537
4	-1	0.2639758662
4	0	0.3597384671
4	1	0.464420364
4	2	0.568796459
4	3	0.6567895774
4	4	0.6992058988
4	5	0.632455532
4	6	0.0
