#m_1	m_2	CGcoefficient
-8	-5	0.0
-8	-4	-0.7844645406
-8	-3	-0.6793662205
-8	-2	-0.4907164921
-8	-1	-0.3196227634
-8	0	-0.1910111355
-8	1	-0.1046211076
-8	2	-0.0518496589
-8	3	-0.0226290463
-8	4	-0.0082325248
-8	5	-0.0021694608
-7	-5	0.6201736729
-7	-4	-0.2401922307
-7	-3	-0.5509189647
-7	-2	-0.5738287342
-7	-1	-0.4707949844
-7	0	-0.3342694871
-7	1	-0.2106712868
-7	2	-0.117787936
-7	3	-0.0572425291
-7	4	-0.0229824652
-7	5	-0.0066425899
-6	-5	0.6933752453
-6	-4	0.12931515
-6	-3	-0.3038968557
-6	-2	-0.5053679621
-6	-1	-0.5252806226
-6	0	-0.4409399025
-6	1	-0.3179537036
-6	2	-0.1995903922
-6	3	-0.1076099568
-6	4	-0.0475552534
-6	5	-0.0150500234
-5	-5	0.6625429878
-5	-4	0.3610523115
-5	-3	-0.0477527839
-5	-2	-0.3509098628
-5	-1	-0.4927422881
-5	0	-0.4950103889
-5	1	-0.4091835394
-5	2	-0.2882241125
-5	3	-0.1722314818
-5	4	-0.083717718
-5	5	-0.0290051309
-4	-5	0.5880899611
-4	-4	0.4869847536
-4	-3	0.1721751108
-4	-2	-0.1579987176
-4	-1	-0.3910268762
-4	0	-0.4897410567
-4	1	-0.4694238921
-4	2	-0.372516064
-4	3	-0.2471400555
-4	4	-0.1322837497
-4	5	-0.0502383604
-3	-5	0.4970267328
-3	-4	0.5343904214
-3	-3	0.3372541751
-3	-2	0.0381603157
-3	-1	-0.2424094555
-3	0	-0.4267707652
-3	1	-0.4877474258
-3	2	-0.4404961776
-3	3	-0.3260465717
-3	4	-0.1927914125
-3	5	-0.0804859718
-2	-5	0.4037864265
-2	-4	0.5262013606
-2	-3	0.4429720717
-2	-2	0.2126691325
-2	-1	-0.0703337045
-2	0	-0.3145418888
-2	1	-0.458134183
-2	2	-0.4806107301
-2	3	-0.4005859553
-2	4	-0.263164625
-2	5	-0.1213371679
-1	-5	0.3164086226
-1	-4	0.4813453686
-1	-3	0.492916577
-1	-2	0.3495088183
-1	-1	0.102958001
-1	0	-0.1666217914
-1	1	-0.3799561437
-1	2	-0.4829158307
-1	3	-0.4607161695
-1	4	-0.3393724264
-1	5	-0.1740307853
0	-5	0.2391824366
0	-4	0.4150876438
0	-3	0.495300298
0	-2	0.4402669316
0	-1	0.2581293693
0	0	0.0
0	1	-0.2581293693
0	2	-0.4402669316
0	3	-0.495300298
0	4	-0.4150876438
0	5	-0.2391824366
1	-5	0.1740307853
1	-4	0.3393724264
1	-3	0.4607161695
1	-2	0.4829158307
1	-1	0.3799561437
1	0	0.1666217914
1	1	-0.102958001
1	2	-0.3495088183
1	3	-0.492916577
1	4	-0.4813453686
1	5	-0.3164086226
2	-5	0.1213371679
2	-4	0.263164625
2	-3	0.4005859553
2	-2	0.4806107301
2	-1	0.458134183
2	0	0.3145418888
2	1	0.0703337045
2	2	-0.2126691325
2	3	-0.4429720717
2	4	-0.5262013606
2	5	-0.4037864265
3	-5	0.0804859718
3	-4	0.1927914125
3	-3	0.3260465717
3	-2	0.4404961776
3	-1	0.4877474258
3	0	0.4267707652
3	1	0.2424094555
3	2	-0.0381603157
3	3	-0.3372541751
3	4	-0.5343904214
3	5	-0.4970267328
4	-5	0.0502383604
4	-4	0.1322837497
4	-3	0.2471400555
4	-2	0.372516064
4	-1	0.4694238921
4	0	0.4897410567
4	1	0.3910268762
4	2	0.1579987176
4	3	-0.1721751108
4	4	-0.4869847536
4	5	-0.5880899611
5	-5	0.0290051309
5	-4	0.083717718
5	-3	0.1722314818
5	-2	0.2882241125
5	-1	0.4091835394
5	0	0.4950103889
5	1	0.4927422881
5	2	0.3509098628
5	3	0.0477527839
5	4	-0.3610523115
5	5	-0.6625429878
6	-5	0.0150500234
6	-4	0.0475552534
6	-3	0.1076099568
6	-2	0.1995903922
6	-1	0.3179537036
6	0	0.4409399025
6	1	0.5252806226
6	2	0.5053679621
6	3	0.3038968557
6	4	-0.12931515
6	5	-0.6933752453
7	-5	0.0066425899
7	-4	0.0229824652
7	-3	0.0572425291
7	-2	0.117787936
7	-1	0.2106712868
7	0	0.3342694871
7	1	0.4707949844
7	2	0.5738287342
7	3	0.5509189647
7	4	0.2401922307
7	5	-0.6201736729
8	-5	0.0021694608
8	-4	0.0082325248
8	-3	0.0226290463
8	-2	0.0518496589
8	-1	0.1046211076
8	0	0.1910111355
8	1	0.3196227634
8	2	0.4907164921
8	3	0.6793662205
8	4	0.7844645406
8	5	0.0
