#m_1	m_2	CGcoefficient
-8	-6	0.0
-8	-5	0.0
-8	-4	0.0
-8	-3	0.0
-8	-2	0.0
-8	-1	0.0
-8	0	0.0
-8	1	0.0
-8	2	0.0
-8	3	0.0
-8	4	0.0
-8	5	-0.3704792868
-8	6	-0.523936832
-7	-6	0.0
-7	-5	0.0
-7	-4	0.0
-7	-3	0.0
-7	-2	0.0
-7	-1	0.0
-7	0	0.0
-7	1	0.0
-7	2	0.0
-7	3	0.0
-7	4	0.4344254714
-7	5	0.2268713032
-7	6	-0.4142084348
-6	-6	0.0
-6	-5	0.0
-6	-4	0.0
-6	-3	0.0
-6	-2	0.0
-6	-1	0.0
-6	0	0.0
-6	1	0.0
-6	2	0.0
-6	3	-0.4344254714
-6	4	0.0
-6	5	0.392952624
-6	6	-0.261968416
-5	-6	0.0
-5	-5	0.0
-5	-4	0.0
-5	-3	0.0
-5	-2	0.0
-5	-1	0.0
-5	0	0.0
-5	1	0.0
-5	2	0.4021998333
-5	3	-0.1641973944
-5	4	-0.2843982295
-5	5	0.350070021
-5	6	-0.1400280084
-4	-6	0.0
-4	-5	0.0
-4	-4	0.0
-4	-3	0.0
-4	-2	0.0
-4	-1	0.0
-4	0	0.0
-4	1	-0.3527525891
-4	2	0.2732409806
-4	3	0.1440106415
-4	4	-0.3643213075
-4	5	0.2354354779
-4	6	-0.0614063438
-3	-6	0.0
-3	-5	0.0
-3	-4	0.0
-3	-3	0.0
-3	-2	0.0
-3	-1	0.0
-3	0	0.2951339906
-3	1	-0.3346504897
-3	2	0.0
-3	3	0.3220175838
-3	4	-0.3054927034
-3	5	0.1235778832
-3	6	-0.0194183909
-2	-6	0.0
-2	-5	0.0
-2	-4	0.0
-2	-3	0.0
-2	-2	0.0
-2	-1	-0.2354354779
-2	0	0.3559449853
-2	1	-0.1302625264
-2	2	-0.2378257471
-2	3	0.3432718977
-2	4	-0.1902605977
-2	5	0.0455401634
-2	6	0.0
-1	-6	0.0
-1	-5	0.0
-1	-4	0.0
-1	-3	0.0
-1	-2	0.1779724927
-1	-1	-0.3446422501
-1	0	0.2354354779
-1	1	0.1258455564
-1	2	-0.3446422501
-1	3	0.2542993806
-1	4	-0.0812329574
-1	5	0.0
-1	6	0.0
0	-6	0.0
0	-5	0.0
0	-4	0.0
0	-3	-0.1258455564
0	-2	0.3082573996
0	-1	-0.3082573996
0	0	0.0
0	1	0.3082573996
0	2	-0.3082573996
0	3	0.1258455564
0	4	0.0
0	5	0.0
0	6	0.0
1	-6	0.0
1	-5	0.0
1	-4	0.0812329574
1	-3	-0.2542993806
1	-2	0.3446422501
1	-1	-0.1258455564
1	0	-0.2354354779
1	1	0.3446422501
1	2	-0.1779724927
1	3	0.0
1	4	0.0
1	5	0.0
1	6	0.0
2	-6	0.0
2	-5	-0.0455401634
2	-4	0.1902605977
2	-3	-0.3432718977
2	-2	0.2378257471
2	-1	0.1302625264
2	0	-0.3559449853
2	1	0.2354354779
2	2	0.0
2	3	0.0
2	4	0.0
2	5	0.0
2	6	0.0
3	-6	0.0194183909
3	-5	-0.1235778832
3	-4	0.3054927034
3	-3	-0.3220175838
3	-2	0.0
3	-1	0.3346504897
3	0	-0.2951339906
3	1	0.0
3	2	0.0
3	3	0.0
3	4	0.0
3	5	0.0
3	6	0.0
4	-6	0.0614063438
4	-5	-0.2354354779
4	-4	0.3643213075
4	-3	-0.1440106415
4	-2	-0.2732409806
4	-1	0.3527525891
4	0	0.0
4	1	0.0
4	2	0.0
4	3	0.0
4	4	0.0
4	5	0.0
4	6	0.0
5	-6	0.1400280084
5	-5	-0.350070021
5	-4	0.2843982295
5	-3	0.1641973944
5	-2	-0.4021998333
5	-1	0.0
5	0	0.0
5	1	0.0
5	2	0.0
5	3	0.0
5	4	0.0
5	5	0.0
5	6	0.0
6	-6	0.261968416
6	-5	-0.392952624
6	-4	0.0
6	-3	0.4344254714
6	-2	0.0
6	-1	0.0
6	0	0.0
6	1	0.0
6	2	0.0
6	3	0.0
6	4	0.0
6	5	0.0
6	6	0.0
7	-6	0.4142084348
7	-5	-0.2268713032
7	-4	-0.4344254714
7	-3	0.0
7	-2	0.0
7	-1	0.0
7	0	0.0
7	1	0.0
7	2	0.0
7	3	0.0
7	4	0.0
7	5	0.0
7	6	0.0
8	-6	0.523936832
8	-5	0.3704792868
8	-4	0.0
8	-3	0.0
8	-2	0.0
8	-1	0.0
8	0	0.0
8	1	0.0
8	2	0.0
8	3	0.0
8	4	0.0
8	5	0.0
8	6	0.0
