#m_1	m_2	CGcoefficient
-4	-4	0.0
-4	-3	-0.7071067812
-4	-2	-0.7071067812
-4	-1	-0.5883484054
-4	0	-0.4385290097
-4	1	-0.295656198
-4	2	-0.1773937188
-4	3	-0.0903244605
-4	4	-0.0341394371
-3	-4	0.7071067812
-3	-3	0.0
-3	-2	-0.3922322703
-3	-1	-0.5547001962
-3	0	-0.560968194
-3	1	-0.4730499168
-3	2	-0.341394371
-3	3	-0.2048366226
-3	4	-0.0903244605
-2	-4	0.7071067812
-2	-3	0.3922322703
-2	-2	0.0
-2	-1	-0.3128931094
-2	0	-0.4947274449
-2	1	-0.5419467628
-2	2	-0.4779521194
-2	3	-0.341394371
-2	4	-0.1773937188
-1	-4	0.5883484054
-1	-3	0.5547001962
-1	-2	0.3128931094
-1	-1	0.0
-1	0	-0.2856310235
-1	1	-0.4779521194
-1	2	-0.5419467628
-1	3	-0.4730499168
-1	4	-0.295656198
0	-4	0.4385290097
0	-3	0.560968194
0	-2	0.4947274449
0	-1	0.2856310235
0	0	0.0
0	1	-0.2856310235
0	2	-0.4947274449
0	3	-0.560968194
0	4	-0.4385290097
1	-4	0.295656198
1	-3	0.4730499168
1	-2	0.5419467628
1	-1	0.4779521194
1	0	0.2856310235
1	1	0.0
1	2	-0.3128931094
1	3	-0.5547001962
1	4	-0.5883484054
2	-4	0.1773937188
2	-3	0.341394371
2	-2	0.4779521194
2	-1	0.5419467628
2	0	0.4947274449
2	1	0.3128931094
2	2	0.0
2	3	-0.3922322703
2	4	-0.7071067812
3	-4	0.0903244605
3	-3	0.2048366226
3	-2	0.341394371
3	-1	0.4730499168
3	0	0.560968194
3	1	0.5547001962
3	2	0.3922322703
3	3	0.0
3	4	-0.7071067812
4	-4	0.0341394371
4	-3	0.0903244605
4	-2	0.1773937188
4	-1	0.295656198
4	0	0.4385290097
4	1	0.5883484054
4	2	0.7071067812
4	3	0.7071067812
4	4	0.0
