#m_1	m_2	CGcoefficient
-5	-7	0.0
-5	-6	0.0
-5	-5	0.0
-5	-4	0.0
-5	-3	0.0
-5	-2	0.0
-5	-1	0.0
-5	0	0.0
-5	1	0.0
-5	2	0.0
-5	3	0.0182482967
-5	4	0.0605227533
-5	5	0.1482498633
-5	6	0.3086066999
-5	7	0.5773502692
-4	-7	0.0
-4	-6	0.0
-4	-5	0.0
-4	-4	0.0
-4	-3	0.0
-4	-2	0.0
-4	-1	0.0
-4	0	0.0
-4	1	0.0
-4	2	-0.0408044319
-4	3	-0.1154123621
-4	4	-0.2344036155
-4	5	-0.3827795012
-4	6	-0.4879500365
-4	7	0.0
-3	-7	0.0
-3	-6	0.0
-3	-5	0.0
-3	-4	0.0
-3	-3	0.0
-3	-2	0.0
-3	-1	0.0
-3	0	0.0
-3	1	0.0706753493
-3	2	0.1731185431
-3	3	0.2998501124
-3	4	0.4059989715
-3	5	0.4059989715
-3	6	0.0
-3	7	0.0
-2	-7	0.0
-2	-6	0.0
-2	-5	0.0
-2	-4	0.0
-2	-3	0.0
-2	-2	0.0
-2	-1	0.0
-2	0	-0.1079583793
-2	1	-0.2308247242
-2	2	-0.3462370862
-2	3	-0.3998001499
-2	4	-0.3314967721
-2	5	0.0
-2	6	0.0
-2	7	0.0
-1	-7	0.0
-1	-6	0.0
-1	-5	0.0
-1	-4	0.0
-1	-3	0.0
-1	-2	0.0
-1	-1	0.1526762041
-1	0	0.2856310235
-1	1	0.373978796
-1	2	0.373978796
-1	3	0.2644429427
-1	4	0.0
-1	5	0.0
-1	6	0.0
-1	7	0.0
0	-7	0.0
0	-6	0.0
0	-5	0.0
0	-4	0.0
0	-3	0.0
0	-2	-0.2048366226
0	-1	-0.334496804
0	0	-0.383214231
0	1	-0.334496804
0	2	-0.2048366226
0	3	0.0
0	4	0.0
0	5	0.0
0	6	0.0
0	7	0.0
1	-7	0.0
1	-6	0.0
1	-5	0.0
1	-4	0.0
1	-3	0.2644429427
1	-2	0.373978796
1	-1	0.373978796
1	0	0.2856310235
1	1	0.1526762041
1	2	0.0
1	3	0.0
1	4	0.0
1	5	0.0
1	6	0.0
1	7	0.0
2	-7	0.0
2	-6	0.0
2	-5	0.0
2	-4	-0.3314967721
2	-3	-0.3998001499
2	-2	-0.3462370862
2	-1	-0.2308247242
2	0	-0.1079583793
2	1	0.0
2	2	0.0
2	3	0.0
2	4	0.0
2	5	0.0
2	6	0.0
2	7	0.0
3	-7	0.0
3	-6	0.0
3	-5	0.4059989715
3	-4	0.4059989715
3	-3	0.2998501124
3	-2	0.1731185431
3	-1	0.0706753493
3	0	0.0
3	1	0.0
3	2	0.0
3	3	0.0
3	4	0.0
3	5	0.0
3	6	0.0
3	7	0.0
4	-7	0.0
4	-6	-0.4879500365
4	-5	-0.3827795012
4	-4	-0.2344036155
4	-3	-0.1154123621
4	-2	-0.0408044319
4	-1	0.0
4	0	0.0
4	1	0.0
4	2	0.0
4	3	0.0
4	4	0.0
4	5	0.0
4	6	0.0
4	7	0.0
5	-7	0.5773502692
5	-6	0.3086066999
5	-5	0.1482498633
5	-4	0.0605227533
5	-3	0.0182482967
5	-2	0.0
5	-1	0.0
5	0	0.0
5	1	0.0
5	2	0.0
5	3	0.0
5	4	0.0
5	5	0.0
5	6	0.0
5	7	0.0
