#m_1	m_2	CGcoefficient
-3	-6	0.0
-3	-5	0.0
-3	-4	0.3321055821
-3	-3	0.4861527927
-3	-2	0.5720544407
-3	-1	0.6029983261
-3	0	0.5891344424
-3	1	0.5399506353
-3	2	0.4647155152
-3	3	0.3726013372
-3	4	0.2727162541
-3	5	0.1740706229
-3	6	0.0852768411
-2	-6	0.0
-2	-5	-0.6359337738
-2	-4	-0.5797710357
-2	-3	-0.3892337458
-2	-2	-0.1556934983
-2	-1	0.074223963
-2	0	0.2721095431
-2	1	0.4199616053
-2	2	0.5070461964
-2	3	0.5285038051
-2	4	0.4848288962
-2	5	0.3818989399
-2	6	0.2309307773
-1	-6	0.696630546
-1	-5	0.1074924269
-1	-4	-0.2606800812
-1	-3	-0.4431114644
-1	-2	-0.4750333633
-1	-1	-0.3916887914
-1	0	-0.2283397412
-1	1	-0.0202818479
-1	2	0.1971248351
-1	3	0.3883835801
-1	4	0.5176627014
-1	5	0.5481059825
-1	6	0.4381603429
0	-6	0.6449545616
0	-5	0.5111870667
0	-4	0.2491095973
0	-3	-0.025711935
0	-2	-0.2545351705
0	-1	-0.4037128618
0	0	-0.4553263551
0	1	-0.4037128618
0	2	-0.2545351705
0	3	-0.025711935
0	4	0.2491095973
0	5	0.5111870667
0	6	0.6449545616
1	-6	0.4381603429
1	-5	0.5481059825
1	-4	0.5176627014
1	-3	0.3883835801
1	-2	0.1971248351
1	-1	-0.0202818479
1	0	-0.2283397412
1	1	-0.3916887914
1	2	-0.4750333633
1	3	-0.4431114644
1	4	-0.2606800812
1	5	0.1074924269
1	6	0.696630546
2	-6	0.2309307773
2	-5	0.3818989399
2	-4	0.4848288962
2	-3	0.5285038051
2	-2	0.5070461964
2	-1	0.4199616053
2	0	0.2721095431
2	1	0.074223963
2	2	-0.1556934983
2	3	-0.3892337458
2	4	-0.5797710357
2	5	-0.6359337738
2	6	0.0
3	-6	0.0852768411
3	-5	0.1740706229
3	-4	0.2727162541
3	-3	0.3726013372
3	-2	0.4647155152
3	-1	0.5399506353
3	0	0.5891344424
3	1	0.6029983261
3	2	0.5720544407
3	3	0.4861527927
3	4	0.3321055821
3	5	0.0
3	6	0.0
