#m_1	m_2	CGcoefficient
-5	-2	1.0
-5	-1	0.5345224838
-5	0	0.2567762955
-5	1	0.1048284837
-5	2	0.0316069771
-4	-2	0.8451542547
-4	-1	0.6629935441
-4	0	0.4059989715
-4	1	0.1999000749
-4	2	0.0706753493
-3	-2	0.7032108464
-3	-1	0.7032108464
-3	0	0.5193556293
-3	1	0.2998501124
-3	2	0.1224132958
-2	-2	0.5741692518
-2	-1	0.6924741725
-2	0	0.5997002248
-2	1	0.3998001499
-2	2	0.186989398
-1	-2	0.4580286124
-1	-1	0.6477502756
-1	0	0.6477502756
-1	1	0.4947274449
-1	2	0.2644429427
0	-2	0.3547874376
0	-1	0.5793654595
0	0	0.6637465183
0	1	0.5793654595
0	2	0.3547874376
1	-2	0.2644429427
1	-1	0.4947274449
1	0	0.6477502756
1	1	0.6477502756
1	2	0.4580286124
2	-2	0.186989398
2	-1	0.3998001499
2	0	0.5997002248
2	1	0.6924741725
2	2	0.5741692518
3	-2	0.1224132958
3	-1	0.2998501124
3	0	0.5193556293
3	1	0.7032108464
3	2	0.7032108464
4	-2	0.0706753493
4	-1	0.1999000749
4	0	0.4059989715
4	1	0.6629935441
4	2	0.8451542547
5	-2	0.0316069771
5	-1	0.1048284837
5	0	0.2567762955
5	1	0.5345224838
5	2	1.0
