#m_1	m_2	CGcoefficient
-8	-3	1.0
-8	-2	0.5222329679
-8	-1	0.2548235957
-8	0	0.1139605765
-8	1	0.0452833413
-8	2	0.0150944471
-8	3	0.0036609412
-7	-3	0.8528028654
-7	-2	0.6446583712
-7	-1	0.394771017
-7	0	0.2091547942
-7	1	0.0954656657
-7	2	0.0358697513
-7	3	0.0096859399
-6	-3	0.7207499702
-6	-2	0.6837634588
-6	-1	0.49605415
-6	0	0.3018889419
-6	1	0.1553205792
-6	2	0.06497526
-6	3	0.0193718798
-5	-3	0.6030226892
-5	-2	0.6777389937
-5	-1	0.5647824947
-5	0	0.387437595
-5	1	0.2219327633
-5	2	0.1025063525
-5	3	0.03355308
-4	-3	0.4988023935
-4	-2	0.643951121
-4	-1	0.6048867514
-4	0	0.4619898875
-4	1	0.2921880601
-4	2	0.1481663893
-4	3	0.0530520776
-3	-3	0.4072704488
-3	-2	0.5926655572
-3	-1	0.619824476
-3	0	0.5226818917
-3	1	0.3629320508
-3	2	0.2013184798
-3	3	0.0786889475
-2	-3	0.3276082132
-2	-2	0.5307859702
-2	-1	0.6128988455
-2	0	0.5674340703
-2	1	0.4309971159
-2	2	0.2609817141
-2	3	0.1112829768
-1	-3	0.2589970335
-1	-2	0.4633079783
-1	-1	0.5873500637
-1	0	0.5948325317
-1	1	0.4932090802
-1	2	0.3258031956
-1	3	0.1516531343
0	-3	0.2006182395
0	-2	0.3940064007
0	-1	0.5463885694
0	0	0.6040552915
0	1	0.5463885694
0	2	0.3940064007
0	3	0.2006182395
1	-3	0.1516531343
1	-2	0.3258031956
1	-1	0.4932090802
1	0	0.5948325317
1	1	0.5873500637
1	2	0.4633079783
1	3	0.2589970335
2	-3	0.1112829768
2	-2	0.2609817141
2	-1	0.4309971159
2	0	0.5674340703
2	1	0.6128988455
2	2	0.5307859702
2	3	0.3276082132
3	-3	0.0786889475
3	-2	0.2013184798
3	-1	0.3629320508
3	0	0.5226818917
3	1	0.619824476
3	2	0.5926655572
3	3	0.4072704488
4	-3	0.0530520776
4	-2	0.1481663893
4	-1	0.2921880601
4	0	0.4619898875
4	1	0.6048867514
4	2	0.643951121
4	3	0.4988023935
5	-3	0.03355308
5	-2	0.1025063525
5	-1	0.2219327633
5	0	0.387437595
5	1	0.5647824947
5	2	0.6777389937
5	3	0.6030226892
6	-3	0.0193718798
6	-2	0.06497526
6	-1	0.1553205792
6	0	0.3018889419
6	1	0.49605415
6	2	0.6837634588
6	3	0.7207499702
7	-3	0.0096859399
7	-2	0.0358697513
7	-1	0.0954656657
7	0	0.2091547942
7	1	0.394771017
7	2	0.6446583712
7	3	0.8528028654
8	-3	0.0036609412
8	-2	0.0150944471
8	-1	0.0452833413
8	0	0.1139605765
8	1	0.2548235957
8	2	0.5222329679
8	3	1.0
