#m_1	m_2	CGcoefficient
-4	-5	0.0
-4	-4	0.0
-4	-3	0.0
-4	-2	0.0
-4	-1	0.0
-4	0	0.0
-4	1	0.0
-4	2	-0.1005037815
-4	3	-0.246182982
-4	4	-0.4264014327
-4	5	-0.5504818826
-3	-5	0.0
-3	-4	0.0
-3	-3	0.0
-3	-2	0.0
-3	-1	0.0
-3	0	0.0
-3	1	0.1880253583
-3	2	0.3553345273
-3	3	0.4264014327
-3	4	0.246182982
-3	5	-0.3892494721
-2	-5	0.0
-2	-4	0.0
-2	-3	0.0
-2	-2	0.0
-2	-1	0.0
-2	0	-0.2752409413
-2	1	-0.4020151261
-2	2	-0.3256694736
-2	3	0.0
-2	4	0.4605661865
-2	5	0.0
-1	-5	0.0
-1	-4	0.0
-1	-3	0.0
-1	-2	0.0
-1	-1	0.3553345273
-1	0	0.3892494721
-1	1	0.174077656
-1	2	-0.1880253583
-1	3	-0.4605661865
-1	4	0.0
-1	5	0.0
0	-5	0.0
0	-4	0.0
0	-3	0.0
0	-2	-0.4204374826
0	-1	-0.3178208631
0	0	0.0
0	1	0.3178208631
0	2	0.4204374826
0	3	0.0
0	4	0.0
0	5	0.0
1	-5	0.0
1	-4	0.0
1	-3	0.4605661865
1	-2	0.1880253583
1	-1	-0.174077656
1	0	-0.3892494721
1	1	-0.3553345273
1	2	0.0
1	3	0.0
1	4	0.0
1	5	0.0
2	-5	0.0
2	-4	-0.4605661865
2	-3	0.0
2	-2	0.3256694736
2	-1	0.4020151261
2	0	0.2752409413
2	1	0.0
2	2	0.0
2	3	0.0
2	4	0.0
2	5	0.0
3	-5	0.3892494721
3	-4	-0.246182982
3	-3	-0.4264014327
3	-2	-0.3553345273
3	-1	-0.1880253583
3	0	0.0
3	1	0.0
3	2	0.0
3	3	0.0
3	4	0.0
3	5	0.0
4	-5	0.5504818826
4	-4	0.4264014327
4	-3	0.246182982
4	-2	0.1005037815
4	-1	0.0
4	0	0.0
4	1	0.0
4	2	0.0
4	3	0.0
4	4	0.0
4	5	0.0
