#m_1	m_2	CGcoefficient
-4	-7	0.0
-4	-6	0.0
-4	-5	0.0
-4	-4	0.0
-4	-3	0.0
-4	-2	-0.0808452083
-4	-1	-0.1714985851
-4	0	-0.2736170867
-4	1	-0.3738321089
-4	2	-0.4578489581
-4	3	-0.5118906969
-4	4	-0.523936832
-4	5	-0.4850712501
-4	6	-0.3910769444
-4	7	-0.243879323
-3	-7	0.0
-3	-6	0.0
-3	-5	0.0
-3	-4	0.0
-3	-3	0.2021130209
-3	-2	0.34655164
-3	-1	0.4395245365
-3	0	0.4592095821
-3	1	0.3965088288
-3	2	0.2559453484
-3	3	0.055851854
-3	4	-0.1714985851
-3	5	-0.3796283012
-3	6	-0.5069774589
-3	7	-0.4722702782
-2	-7	0.0
-2	-6	0.0
-2	-5	0.0
-2	-4	-0.3583080898
-2	-3	-0.4678007429
-2	-2	-0.4287835822
-2	-1	-0.2750211233
-2	0	-0.0566441184
-2	1	0.1675555619
-2	2	0.3377602647
-2	3	0.4007727448
-2	4	0.3188740696
-2	5	0.0821342301
-2	6	-0.2698687304
-2	7	-0.5920221247
-1	-7	0.0
-1	-6	0.0
-1	-5	0.5067241601
-1	-4	0.4388359953
-1	-3	0.1974661234
-1	-2	-0.0772066655
-1	-1	-0.2890277689
-1	0	-0.3799802978
-1	1	-0.3290725909
-1	2	-0.152017248
-1	3	0.0988860801
-1	4	0.3348006919
-1	5	0.4303766834
-1	6	0.2237633304
-1	7	-0.4833840406
0	-7	0.0
0	-6	-0.5777544346
0	-5	-0.1962534233
0	-4	0.1673654818
0	-3	0.3639200786
0	-2	0.3713374749
0	-1	0.2270816615
0	0	0.0
0	1	-0.2270816615
0	2	-0.3713374749
0	3	-0.3639200786
0	4	-0.1673654818
0	5	0.1962534233
0	6	0.5777544346
0	7	0.0
1	-7	0.4833840406
1	-6	-0.2237633304
1	-5	-0.4303766834
1	-4	-0.3348006919
1	-3	-0.0988860801
1	-2	0.152017248
1	-1	0.3290725909
1	0	0.3799802978
1	1	0.2890277689
1	2	0.0772066655
1	3	-0.1974661234
1	4	-0.4388359953
1	5	-0.5067241601
1	6	0.0
1	7	0.0
2	-7	0.5920221247
2	-6	0.2698687304
2	-5	-0.0821342301
2	-4	-0.3188740696
2	-3	-0.4007727448
2	-2	-0.3377602647
2	-1	-0.1675555619
2	0	0.0566441184
2	1	0.2750211233
2	2	0.4287835822
2	3	0.4678007429
2	4	0.3583080898
2	5	0.0
2	6	0.0
2	7	0.0
3	-7	0.4722702782
3	-6	0.5069774589
3	-5	0.3796283012
3	-4	0.1714985851
3	-3	-0.055851854
3	-2	-0.2559453484
3	-1	-0.3965088288
3	0	-0.4592095821
3	1	-0.4395245365
3	2	-0.34655164
3	3	-0.2021130209
3	4	0.0
3	5	0.0
3	6	0.0
3	7	0.0
4	-7	0.243879323
4	-6	0.3910769444
4	-5	0.4850712501
4	-4	0.523936832
4	-3	0.5118906969
4	-2	0.4578489581
4	-1	0.3738321089
4	0	0.2736170867
4	1	0.1714985851
4	2	0.0808452083
4	3	0.0
4	4	0.0
4	5	0.0
4	6	0.0
4	7	0.0
