#m_1	m_2	CGcoefficient
-4	-7	0.0
-4	-6	0.0
-4	-5	0.0
-4	-4	-0.2216366554
-4	-3	-0.3675428129
-4	-2	-0.4744957311
-4	-1	-0.5380275868
-4	0	-0.5583376135
-4	1	-0.5394053806
-4	2	-0.4879105248
-4	3	-0.4123596559
-4	4	-0.3223563715
-4	5	-0.2279403762
-4	6	-0.1389181256
-4	7	-0.0639809913
-3	-7	0.0
-3	-6	0.0
-3	-5	0.470162346
-3	-4	0.548522737
-3	-3	0.4744957311
-3	-2	0.3106303721
-3	-1	0.1055158909
-3	0	-0.1019380352
-3	1	-0.2816952728
-3	2	-0.4123596559
-3	3	-0.4810862652
-3	4	-0.4835345572
-3	5	-0.4238185133
-3	6	-0.3143730417
-3	7	-0.175219161
-2	-7	0.0
-2	-6	-0.6407232755
-2	-5	-0.3769685175
-2	-4	-0.0382359556
-2	-3	0.2348144898
-2	-2	0.3914327368
-2	-1	0.4223147173
-2	0	0.3420585455
-2	1	0.1799685083
-2	2	-0.0259762167
-2	3	-0.2337859501
-2	4	-0.4015945661
-2	5	-0.4917937199
-2	6	-0.4755948656
-2	7	-0.3376908168
-1	-7	0.5650648154
-1	-6	-0.1510199243
-1	-5	-0.4325904563
-1	-4	-0.4255322482
-1	-3	-0.2532800062
-1	-2	-0.0168154149
-1	-1	0.2053365531
-1	0	0.3571139375
-1	1	0.4049291436
-1	2	0.3376908168
-1	3	0.1668497163
-1	4	-0.0734936992
-1	5	-0.3262944886
-1	6	-0.5105405264
-1	7	-0.5158312431
0	-7	0.6317616695
0	-6	0.3082681297
0	-5	-0.0559717079
0	-4	-0.3104751733
0	-3	-0.4121063338
0	-2	-0.3679491042
0	-1	-0.2134163975
0	0	0.0
0	1	0.2134163975
0	2	0.3679491042
0	3	0.4121063338
0	4	0.3104751733
0	5	0.0559717079
0	6	-0.3082681297
0	7	-0.6317616695
1	-7	0.5158312431
1	-6	0.5105405264
1	-5	0.3262944886
1	-4	0.0734936992
1	-3	-0.1668497163
1	-2	-0.3376908168
1	-1	-0.4049291436
1	0	-0.3571139375
1	1	-0.2053365531
1	2	0.0168154149
1	3	0.2532800062
1	4	0.4255322482
1	5	0.4325904563
1	6	0.1510199243
1	7	-0.5650648154
2	-7	0.3376908168
2	-6	0.4755948656
2	-5	0.4917937199
2	-4	0.4015945661
2	-3	0.2337859501
2	-2	0.0259762167
2	-1	-0.1799685083
2	0	-0.3420585455
2	1	-0.4223147173
2	2	-0.3914327368
2	3	-0.2348144898
2	4	0.0382359556
2	5	0.3769685175
2	6	0.6407232755
2	7	0.0
3	-7	0.175219161
3	-6	0.3143730417
3	-5	0.4238185133
3	-4	0.4835345572
3	-3	0.4810862652
3	-2	0.4123596559
3	-1	0.2816952728
3	0	0.1019380352
3	1	-0.1055158909
3	2	-0.3106303721
3	3	-0.4744957311
3	4	-0.548522737
3	5	-0.470162346
3	6	0.0
3	7	0.0
4	-7	0.0639809913
4	-6	0.1389181256
4	-5	0.2279403762
4	-4	0.3223563715
4	-3	0.4123596559
4	-2	0.4879105248
4	-1	0.5394053806
4	0	0.5583376135
4	1	0.5380275868
4	2	0.4744957311
4	3	0.3675428129
4	4	0.2216366554
4	5	0.0
4	6	0.0
4	7	0.0
