#m_1	m_2	CGcoefficient
-3	-8	0.0
-3	-7	0.0
-3	-6	0.0
-3	-5	0.0
-3	-4	0.0622090752
-3	-3	0.1287850209
-3	-2	0.2051873802
-3	-1	0.2861201316
-3	0	0.3660061021
-3	1	0.4392073225
-3	2	0.5000595344
-3	3	0.5428747801
-3	4	0.5619287832
-3	5	0.5514245153
-3	6	0.5053889162
-3	7	0.4173111631
-3	8	0.278207442
-2	-8	0.0
-2	-7	0.0
-2	-6	0.0
-2	-5	-0.1831385587
-2	-4	-0.3122280624
-2	-3	-0.4124421526
-2	-2	-0.4746819174
-2	-1	-0.4930653503
-2	0	-0.4648901875
-2	1	-0.3904065089
-2	2	-0.2728048415
-2	3	-0.1184649892
-2	4	0.0624365315
-2	5	0.2546920739
-2	6	0.4354635266
-2	7	0.567888563
-2	8	0.5791349729
-1	-8	0.0
-1	-7	0.0
-1	-6	0.3753223589
-1	-5	0.4952970627
-1	-4	0.5068201992
-1	-3	0.4369259628
-1	-2	0.3088271071
-1	-1	0.1449036328
-1	0	-0.032736581
-1	1	-0.2020966548
-1	2	-0.3412320153
-1	3	-0.4282254015
-1	4	-0.4411749585
-1	5	-0.3581880622
-1	6	-0.1573778951
-1	7	0.1831385587
-1	8	0.685241741
0	-8	0.0
0	-7	-0.5934367554
0	-6	-0.5212214756
0	-5	-0.3259728406
0	-4	-0.0991578186
0	-3	0.1123857566
0	-2	0.2804151701
0	-1	0.3875749434
0	0	0.4243145854
0	1	0.3875749434
0	2	0.2804151701
0	3	0.1123857566
0	4	-0.0991578186
0	5	-0.3259728406
0	6	-0.5212214756
0	7	-0.5934367554
0	8	0.0
1	-8	0.685241741
1	-7	0.1831385587
1	-6	-0.1573778951
1	-5	-0.3581880622
1	-4	-0.4411749585
1	-3	-0.4282254015
1	-2	-0.3412320153
1	-1	-0.2020966548
1	0	-0.032736581
1	1	0.1449036328
1	2	0.3088271071
1	3	0.4369259628
1	4	0.5068201992
1	5	0.4952970627
1	6	0.3753223589
1	7	0.0
1	8	0.0
2	-8	0.5791349729
2	-7	0.567888563
2	-6	0.4354635266
2	-5	0.2546920739
2	-4	0.0624365315
2	-3	-0.1184649892
2	-2	-0.2728048415
2	-1	-0.3904065089
2	0	-0.4648901875
2	1	-0.4930653503
2	2	-0.4746819174
2	3	-0.4124421526
2	4	-0.3122280624
2	5	-0.1831385587
2	6	0.0
2	7	0.0
2	8	0.0
3	-8	0.278207442
3	-7	0.4173111631
3	-6	0.5053889162
3	-5	0.5514245153
3	-4	0.5619287832
3	-3	0.5428747801
3	-2	0.5000595344
3	-1	0.4392073225
3	0	0.3660061021
3	1	0.2861201316
3	2	0.2051873802
3	3	0.1287850209
3	4	0.0622090752
3	5	0.0
3	6	0.0
3	7	0.0
3	8	0.0
