#m_1	m_2	CGcoefficient
-5	-3	1.0
-5	-2	0.6123724357
-5	-1	0.3535533906
-5	0	0.1889822365
-5	1	0.0907841299
-5	2	0.0370624658
-5	3	0.0111747539
-4	-3	0.790569415
-4	-2	0.7071067812
-4	-1	0.5175491695
-4	0	0.3314967721
-4	1	0.1853123292
-4	2	0.0865592716
-4	3	0.0295656198
-3	-3	0.6123724357
-3	-2	0.6943650748
-3	-1	0.6089984572
-3	0	0.4539206495
-3	1	0.2903286229
-3	2	0.1536274669
-3	3	0.0591312396
-2	-3	0.4629100499
-2	-2	0.628970902
-2	-1	0.6419407388
-2	0	0.5474489015
-2	1	0.396664414
-2	2	0.2365249584
-2	3	0.1024183113
-1	-3	0.3396831102
-1	-2	0.5370861555
-1	-1	0.6271815075
-1	0	0.6059149009
-1	1	0.4947274449
-1	2	0.3318732592
-1	3	0.1619375689
0	-3	0.2401922307
0	-2	0.4345240946
0	-1	0.5748213465
0	0	0.6257862188
0	1	0.5748213465
0	2	0.4345240946
0	3	0.2401922307
1	-3	0.1619375689
1	-2	0.3318732592
1	-1	0.4947274449
1	0	0.6059149009
1	1	0.6271815075
1	2	0.5370861555
1	3	0.3396831102
2	-3	0.1024183113
2	-2	0.2365249584
2	-1	0.396664414
2	0	0.5474489015
2	1	0.6419407388
2	2	0.628970902
2	3	0.4629100499
3	-3	0.0591312396
3	-2	0.1536274669
3	-1	0.2903286229
3	0	0.4539206495
3	1	0.6089984572
3	2	0.6943650748
3	3	0.6123724357
4	-3	0.0295656198
4	-2	0.0865592716
4	-1	0.1853123292
4	0	0.3314967721
4	1	0.5175491695
4	2	0.7071067812
4	3	0.790569415
5	-3	0.0111747539
5	-2	0.0370624658
5	-1	0.0907841299
5	0	0.1889822365
5	1	0.3535533906
5	2	0.6123724357
5	3	1.0
