#m_1	m_2	CGcoefficient
-2	-7	0.0
-2	-6	0.0
-2	-5	0.2100420126
-2	-4	0.3368165349
-2	-3	0.4381603429
-2	-2	0.5163769162
-2	-1	0.5720544407
-2	0	0.6054055146
-2	1	0.6165147993
-2	2	0.6054055146
-2	3	0.5720544407
-2	4	0.5163769162
-2	5	0.4381603429
-2	6	0.3368165349
-2	7	0.2100420126
-1	-7	0.0
-1	-6	-0.5355041605
-1	-5	-0.6174969806
-1	-4	-0.5944964136
-1	-3	-0.5111870667
-1	-2	-0.3892337458
-1	-1	-0.2427021445
-1	0	-0.0823852555
-1	1	0.0823852555
-1	2	0.2427021445
-1	3	0.3892337458
-1	4	0.5111870667
-1	5	0.5944964136
-1	6	0.6174969806
-1	7	0.5355041605
0	-7	0.8179961168
0	-6	0.4674263524
0	-5	0.170790398
0	-4	-0.0719117465
0	-3	-0.2606800812
0	-2	-0.3955146059
0	-1	-0.4764153208
0	0	-0.5033822257
0	1	-0.4764153208
0	2	-0.3955146059
0	3	-0.2606800812
0	4	-0.0719117465
0	5	0.170790398
0	6	0.4674263524
0	7	0.8179961168
1	-7	0.5355041605
1	-6	0.6174969806
1	-5	0.5944964136
1	-4	0.5111870667
1	-3	0.3892337458
1	-2	0.2427021445
1	-1	0.0823852555
1	0	-0.0823852555
1	1	-0.2427021445
1	2	-0.3892337458
1	3	-0.5111870667
1	4	-0.5944964136
1	5	-0.6174969806
1	6	-0.5355041605
1	7	0.0
2	-7	0.2100420126
2	-6	0.3368165349
2	-5	0.4381603429
2	-4	0.5163769162
2	-3	0.5720544407
2	-2	0.6054055146
2	-1	0.6165147993
2	0	0.6054055146
2	1	0.5720544407
2	2	0.5163769162
2	3	0.4381603429
2	4	0.3368165349
2	5	0.2100420126
2	6	0.0
2	7	0.0
