#m_1	m_2	CGcoefficient
-1	-5	1.0
-1	-4	0.9128709292
-1	-3	0.8257228238
-1	-2	0.7385489459
-1	-1	0.6513389473
-1	0	0.5640760748
-1	1	0.4767312946
-1	2	0.3892494721
-1	3	0.3015113446
-1	4	0.2132007164
-1	5	0.123091491
0	-5	0.4082482905
0	-4	0.5504818826
0	-3	0.6396021491
0	-2	0.6963106238
0	-1	0.7282190813
0	0	0.7385489459
0	1	0.7282190813
0	2	0.6963106238
0	3	0.6396021491
0	4	0.5504818826
0	5	0.4082482905
1	-5	0.123091491
1	-4	0.2132007164
1	-3	0.3015113446
1	-2	0.3892494721
1	-1	0.4767312946
1	0	0.5640760748
1	1	0.6513389473
1	2	0.7385489459
1	3	0.8257228238
1	4	0.9128709292
1	5	1.0
