#m_1	m_2	CGcoefficient
-8	-6	0.0
-8	-5	0.0
-8	-4	0.0
-8	-3	0.0
-8	-2	0.0
-8	-1	0.0
-8	0	0.0
-8	1	0.0
-8	2	0.2514882724
-8	3	0.4355904654
-8	4	0.5086600761
-8	5	0.4355904654
-8	6	0.2514882724
-7	-6	0.0
-7	-5	0.0
-7	-4	0.0
-7	-3	0.0
-7	-2	0.0
-7	-1	0.0
-7	0	0.0
-7	1	-0.3976378729
-7	2	-0.4355904654
-7	3	-0.1857363985
-7	4	0.1857363985
-7	5	0.4355904654
-7	6	0.3976378729
-6	-6	0.0
-6	-5	0.0
-6	-4	0.0
-6	-3	0.0
-6	-2	0.0
-6	-1	0.0
-6	0	0.4704914761
-6	1	0.2514882724
-6	2	-0.1695533587
-6	3	-0.371472797
-6	4	-0.1695533587
-6	5	0.2514882724
-6	6	0.4704914761
-5	-6	0.0
-5	-5	0.0
-5	-4	0.0
-5	-3	0.0
-5	-2	0.0
-5	-1	-0.4704914761
-5	0	0.0
-5	1	0.3474809837
-5	2	0.2006182395
-5	3	-0.2006182395
-5	4	-0.3474809837
-5	5	0.0
-5	6	0.4704914761
-4	-6	0.0
-4	-5	0.0
-4	-4	0.0
-4	-3	0.0
-4	-2	0.4126483221
-4	-1	-0.2260167944
-4	0	-0.3122870792
-4	1	0.0879769179
-4	2	0.3338489304
-4	3	0.0879769179
-4	4	-0.3122870792
-4	5	-0.2260167944
-4	6	0.4126483221
-3	-6	0.0
-3	-5	0.0
-3	-4	0.0
-3	-3	-0.3196360159
-3	-2	0.3690838796
-3	-1	0.1244181504
-3	0	-0.2944270818
-3	1	-0.2044398827
-3	2	0.2044398827
-3	3	0.2944270818
-3	4	-0.1244181504
-3	5	-0.3690838796
-3	6	0.3196360159
-2	-6	0.0
-2	-5	0.0
-2	-4	0.215498558
-2	-3	-0.4088797654
-2	-2	0.1162312785
-2	-1	0.3187542597
-2	0	-0.0543622027
-2	1	-0.3183124656
-2	2	-0.0543622027
-2	3	0.3187542597
-2	4	0.1162312785
-2	5	-0.4088797654
-2	6	0.215498558
-1	-6	0.0
-1	-5	-0.1208110583
-1	-4	0.356899519
-1	-3	-0.3125766361
-1	-2	-0.1648643384
-1	-1	0.2706993075
-1	0	0.2054698131
-1	1	-0.2054698131
-1	2	-0.2706993075
-1	3	0.1648643384
-1	4	0.3125766361
-1	5	-0.356899519
-1	6	0.1208110583
0	-6	0.049320908
0	-5	-0.2466045401
0	-4	0.3990509831
0	-3	-0.0851906593
0	-2	-0.3183440427
0	-1	0.0448371891
0	0	0.3138603238
0	1	0.0448371891
0	2	-0.3183440427
0	3	-0.0851906593
0	4	0.3990509831
0	5	-0.2466045401
0	6	0.049320908
1	-6	0.1208110583
1	-5	-0.356899519
1	-4	0.3125766361
1	-3	0.1648643384
1	-2	-0.2706993075
1	-1	-0.2054698131
1	0	0.2054698131
1	1	0.2706993075
1	2	-0.1648643384
1	3	-0.3125766361
1	4	0.356899519
1	5	-0.1208110583
1	6	0.0
2	-6	0.215498558
2	-5	-0.4088797654
2	-4	0.1162312785
2	-3	0.3187542597
2	-2	-0.0543622027
2	-1	-0.3183124656
2	0	-0.0543622027
2	1	0.3187542597
2	2	0.1162312785
2	3	-0.4088797654
2	4	0.215498558
2	5	0.0
2	6	0.0
3	-6	0.3196360159
3	-5	-0.3690838796
3	-4	-0.1244181504
3	-3	0.2944270818
3	-2	0.2044398827
3	-1	-0.2044398827
3	0	-0.2944270818
3	1	0.1244181504
3	2	0.3690838796
3	3	-0.3196360159
3	4	0.0
3	5	0.0
3	6	0.0
4	-6	0.4126483221
4	-5	-0.2260167944
4	-4	-0.3122870792
4	-3	0.0879769179
4	-2	0.3338489304
4	-1	0.0879769179
4	0	-0.3122870792
4	1	-0.2260167944
4	2	0.4126483221
4	3	0.0
4	4	0.0
4	5	0.0
4	6	0.0
5	-6	0.4704914761
5	-5	0.0
5	-4	-0.3474809837
5	-3	-0.2006182395
5	-2	0.2006182395
5	-1	0.3474809837
5	0	0.0
5	1	-0.4704914761
5	2	0.0
5	3	0.0
5	4	0.0
5	5	0.0
5	6	0.0
6	-6	0.4704914761
6	-5	0.2514882724
6	-4	-0.1695533587
6	-3	-0.371472797
6	-2	-0.1695533587
6	-1	0.2514882724
6	0	0.4704914761
6	1	0.0
6	2	0.0
6	3	0.0
6	4	0.0
6	5	0.0
6	6	0.0
7	-6	0.3976378729
7	-5	0.4355904654
7	-4	0.1857363985
7	-3	-0.1857363985
7	-2	-0.4355904654
7	-1	-0.3976378729
7	0	0.0
7	1	0.0
7	2	0.0
7	3	0.0
7	4	0.0
7	5	0.0
7	6	0.0
8	-6	0.2514882724
8	-5	0.4355904654
8	-4	0.5086600761
8	-3	0.4355904654
8	-2	0.2514882724
8	-1	0.0
8	0	0.0
8	1	0.0
8	2	0.0
8	3	0.0
8	4	0.0
8	5	0.0
8	6	0.0
