#m_1	m_2	CGcoefficient
-8	-8	0.0
-8	-7	0.0
-8	-6	0.0
-8	-5	0.0
-8	-4	0.0
-8	-3	0.0
-8	-2	0.0
-8	-1	0.0
-8	0	0.0
-8	1	0.0
-8	2	0.0
-8	3	0.0
-8	4	0.0
-8	5	0.0
-8	6	0.1015869944
-8	7	0.278207442
-8	8	0.4543108504
-7	-8	0.0
-7	-7	0.0
-7	-6	0.0
-7	-5	0.0
-7	-4	0.0
-7	-3	0.0
-7	-2	0.0
-7	-1	0.0
-7	0	0.0
-7	1	0.0
-7	2	0.0
-7	3	0.0
-7	4	0.0
-7	5	-0.1645897423
-7	6	-0.330157732
-7	7	-0.2839442815
-7	8	0.278207442
-6	-8	0.0
-6	-7	0.0
-6	-6	0.0
-6	-5	0.0
-6	-4	0.0
-6	-3	0.0
-6	-2	0.0
-6	-1	0.0
-6	0	0.0
-6	1	0.0
-6	2	0.0
-6	3	0.0
-6	4	0.2166924649
-6	5	0.3305482202
-6	6	0.1362932551
-6	7	-0.330157732
-6	8	0.1015869944
-5	-8	0.0
-5	-7	0.0
-5	-6	0.0
-5	-5	0.0
-5	-4	0.0
-5	-3	0.0
-5	-2	0.0
-5	-1	0.0
-5	0	0.0
-5	1	0.0
-5	2	0.0
-5	3	-0.2589970335
-5	4	-0.3009273592
-5	5	-0.0113577713
-5	6	0.3305482202
-5	7	-0.1645897423
-5	8	0.0
-4	-8	0.0
-4	-7	0.0
-4	-6	0.0
-4	-5	0.0
-4	-4	0.0
-4	-3	0.0
-4	-2	0.0
-4	-1	0.0
-4	0	0.0
-4	1	0.0
-4	2	0.2917864268
-4	3	0.2514149843
-4	4	-0.0908621701
-4	5	-0.3009273592
-4	6	0.2166924649
-4	7	0.0
-4	8	0.0
-3	-8	0.0
-3	-7	0.0
-3	-6	0.0
-3	-5	0.0
-3	-4	0.0
-3	-3	0.0
-3	-2	0.0
-3	-1	0.0
-3	0	0.0
-3	1	-0.3151653619
-3	2	-0.1883473286
-3	3	0.1703665689
-3	4	0.2514149843
-3	5	-0.2589970335
-3	6	0.0
-3	7	0.0
-3	8	0.0
-2	-8	0.0
-2	-7	0.0
-2	-6	0.0
-2	-5	0.0
-2	-4	0.0
-2	-3	0.0
-2	-2	0.0
-2	-1	0.0
-2	0	0.3291794847
-2	1	0.1163825229
-2	2	-0.2271554252
-2	3	-0.1883473286
-2	4	0.2917864268
-2	5	0.0
-2	6	0.0
-2	7	0.0
-2	8	0.0
-1	-8	0.0
-1	-7	0.0
-1	-6	0.0
-1	-5	0.0
-1	-4	0.0
-1	-3	0.0
-1	-2	0.0
-1	-1	-0.3338489304
-1	0	-0.0393444738
-1	1	0.261228739
-1	2	0.1163825229
-1	3	-0.3151653619
-1	4	0.0
-1	5	0.0
-1	6	0.0
-1	7	0.0
-1	8	0.0
0	-8	0.0
0	-7	0.0
0	-6	0.0
0	-5	0.0
0	-4	0.0
0	-3	0.0
0	-2	0.3291794847
0	-1	-0.0393444738
0	0	-0.2725865103
0	1	-0.0393444738
0	2	0.3291794847
0	3	0.0
0	4	0.0
0	5	0.0
0	6	0.0
0	7	0.0
0	8	0.0
1	-8	0.0
1	-7	0.0
1	-6	0.0
1	-5	0.0
1	-4	0.0
1	-3	-0.3151653619
1	-2	0.1163825229
1	-1	0.261228739
1	0	-0.0393444738
1	1	-0.3338489304
1	2	0.0
1	3	0.0
1	4	0.0
1	5	0.0
1	6	0.0
1	7	0.0
1	8	0.0
2	-8	0.0
2	-7	0.0
2	-6	0.0
2	-5	0.0
2	-4	0.2917864268
2	-3	-0.1883473286
2	-2	-0.2271554252
2	-1	0.1163825229
2	0	0.3291794847
2	1	0.0
2	2	0.0
2	3	0.0
2	4	0.0
2	5	0.0
2	6	0.0
2	7	0.0
2	8	0.0
3	-8	0.0
3	-7	0.0
3	-6	0.0
3	-5	-0.2589970335
3	-4	0.2514149843
3	-3	0.1703665689
3	-2	-0.1883473286
3	-1	-0.3151653619
3	0	0.0
3	1	0.0
3	2	0.0
3	3	0.0
3	4	0.0
3	5	0.0
3	6	0.0
3	7	0.0
3	8	0.0
4	-8	0.0
4	-7	0.0
4	-6	0.2166924649
4	-5	-0.3009273592
4	-4	-0.0908621701
4	-3	0.2514149843
4	-2	0.2917864268
4	-1	0.0
4	0	0.0
4	1	0.0
4	2	0.0
4	3	0.0
4	4	0.0
4	5	0.0
4	6	0.0
4	7	0.0
4	8	0.0
5	-8	0.0
5	-7	-0.1645897423
5	-6	0.3305482202
5	-5	-0.0113577713
5	-4	-0.3009273592
5	-3	-0.2589970335
5	-2	0.0
5	-1	0.0
5	0	0.0
5	1	0.0
5	2	0.0
5	3	0.0
5	4	0.0
5	5	0.0
5	6	0.0
5	7	0.0
5	8	0.0
6	-8	0.1015869944
6	-7	-0.330157732
6	-6	0.1362932551
6	-5	0.3305482202
6	-4	0.2166924649
6	-3	0.0
6	-2	0.0
6	-1	0.0
6	0	0.0
6	1	0.0
6	2	0.0
6	3	0.0
6	4	0.0
6	5	0.0
6	6	0.0
6	7	0.0
6	8	0.0
7	-8	0.278207442
7	-7	-0.2839442815
