#m_1	m_2	CGcoefficient
-7	-6	1.0
-7	-5	0.6793662205
-7	-4	0.4506405697
-7	-3	0.2908872369
-7	-2	0.1819625453
-7	-1	0.1097275434
-7	0	0.0633512267
-7	1	0.0346988959
-7	2	0.017800158
-7	3	0.008391075
-7	4	0.0035249565
-7	5	0.0012462603
-7	6	0.000321783
-6	-6	0.7337993857
-6	-5	0.7189736274
-6	-4	0.5961414391
-6	-3	0.4538943345
-6	-2	0.3245784506
-6	-1	0.2194550868
-6	0	0.1402339183
-6	1	0.084245724
-6	2	0.0470947914
-6	3	0.0240800375
-6	4	0.0109358901
-6	5	0.0041707848
-6	6	0.0011602052
-5	-6	0.5291502622
-5	-5	0.6480740698
-5	-4	0.6338289441
-5	-3	0.5516772844
-5	-2	0.4423258685
-5	-1	0.3310063706
-5	0	0.2319946342
-5	1	0.1518761389
-5	2	0.0920884357
-5	3	0.0509037981
-5	4	0.0249376663
-5	5	0.0102466552
-5	6	0.0030696145
-4	-6	0.3741657387
-4	-5	0.5405311398
-4	-4	0.6043321862
-4	-3	0.5897678246
-4	-2	0.5233670256
-4	-1	0.4295705908
-4	0	0.3280899581
-4	1	0.2329673623
-4	2	0.1527113943
-4	3	0.0910594823
-4	4	0.048061073
-4	5	0.0212669132
-4	6	0.0068638667
-3	-6	0.2587595829
-3	-5	0.427327387
-3	-4	0.5356832289
-3	-3	0.5786040172
-3	-2	0.5631717956
-3	-1	0.5037161672
-3	0	0.4172869704
-3	1	0.3203301232
-3	2	0.2265076023
-3	3	0.1455121247
-3	4	0.0827088822
-3	5	0.0394299125
-3	6	0.0137277335
-2	-6	0.1744556752
-2	-5	0.3230291412
-2	-4	0.4481847445
-2	-3	0.5309634609
-2	-2	0.5631717956
-2	-1	0.5463568938
-2	0	0.4893123456
-2	1	0.4051891169
-2	2	0.3086778304
-2	3	0.2135534154
-2	4	0.1307742252
-2	5	0.0672518847
-2	6	0.0253126898
-1	-6	0.1142080481
-1	-5	0.2340568493
-1	-4	0.3561811176
-1	-3	0.4598278456
-1	-2	0.5290077877
-1	-1	0.5548280485
-1	0	0.5360148187
-1	1	0.4782016385
-1	2	0.3923226755
-1	3	0.2924200572
-1	4	0.1931663323
-1	5	0.1073926477
-1	6	0.0438428648
0	-6	0.0722315119
0	-5	0.162362422
0	-4	0.2692476168
0	-3	0.3770220755
0	-2	0.4689152858
0	-1	0.5305170855
0	0	0.5521796895
0	1	0.5305170855
0	2	0.4689152858
0	3	0.3770220755
0	4	0.2692476168
0	5	0.162362422
0	6	0.0722315119
1	-6	0.0438428648
1	-5	0.1073926477
1	-4	0.1931663323
1	-3	0.2924200572
1	-2	0.3923226755
1	-1	0.4782016385
1	0	0.5360148187
1	1	0.5548280485
1	2	0.5290077877
1	3	0.4598278456
1	4	0.3561811176
1	5	0.2340568493
1	6	0.1142080481
2	-6	0.0253126898
2	-5	0.0672518847
2	-4	0.1307742252
2	-3	0.2135534154
2	-2	0.3086778304
2	-1	0.4051891169
2	0	0.4893123456
2	1	0.5463568938
2	2	0.5631717956
2	3	0.5309634609
2	4	0.4481847445
2	5	0.3230291412
2	6	0.1744556752
3	-6	0.0137277335
3	-5	0.0394299125
3	-4	0.0827088822
3	-3	0.1455121247
3	-2	0.2265076023
3	-1	0.3203301232
3	0	0.4172869704
3	1	0.5037161672
3	2	0.5631717956
3	3	0.5786040172
3	4	0.5356832289
3	5	0.427327387
3	6	0.2587595829
4	-6	0.0068638667
4	-5	0.0212669132
4	-4	0.048061073
4	-3	0.0910594823
4	-2	0.1527113943
4	-1	0.2329673623
4	0	0.3280899581
4	1	0.4295705908
4	2	0.5233670256
4	3	0.5897678246
4	4	0.6043321862
4	5	0.5405311398
4	6	0.3741657387
5	-6	0.0030696145
5	-5	0.0102466552
5	-4	0.0249376663
5	-3	0.0509037981
5	-2	0.0920884357
5	-1	0.1518761389
5	0	0.2319946342
5	1	0.3310063706
5	2	0.4423258685
5	3	0.5516772844
5	4	0.6338289441
5	5	0.6480740698
5	6	0.5291502622
6	-6	0.0011602052
6	-5	0.0041707848
6	-4	0.0109358901
6	-3	0.0240800375
6	-2	0.0470947914
6	-1	0.084245724
6	0	0.1402339183
6	1	0.2194550868
6	2	0.3245784506
6	3	0.4538943345
6	4	0.5961414391
6	5	0.7189736274
6	6	0.7337993857
7	-6	0.000321783
7	-5	0.0012462603
7	-4	0.0035249565
7	-3	0.008391075
7	-2	0.017800158
7	-1	0.0346988959
7	0	0.0633512267
7	1	0.1097275434
7	2	0.1819625453
7	3	0.2908872369
7	4	0.4506405697
7	5	0.6793662205
7	6	1.0
