#m_1	m_2	CGcoefficient
-5	-5	0.0
-5	-4	0.0
-5	-3	0.0
-5	-2	0.0
-5	-1	0.0
-5	0	0.0
-5	1	0.0
-5	2	-0.186989398
-5	3	-0.373978796
-5	4	-0.501745206
-5	5	-0.4580286124
-4	-5	0.0
-4	-4	0.0
-4	-3	0.0
-4	-2	0.0
-4	-1	0.0
-4	0	0.0
-4	1	0.3128931094
-4	2	0.4345240946
-4	3	0.2991830368
-4	4	-0.0916057225
-4	5	-0.501745206
-3	-5	0.0
-3	-4	0.0
-3	-3	0.0
-3	-2	0.0
-3	-1	0.0
-3	0	-0.4039432673
-3	1	-0.3612978419
-3	2	-0.0215916759
-3	3	0.3358876491
-3	4	0.2991830368
-3	5	-0.373978796
-2	-5	0.0
-2	-4	0.0
-2	-3	0.0
-2	-2	0.0
-2	-1	0.4516223023
-2	0	0.2019716336
-2	1	-0.2098950787
-2	2	-0.3511552695
-2	3	-0.0215916759
-2	4	0.4345240946
-2	5	-0.186989398
-1	-5	0.0
-1	-4	0.0
-1	-3	0.0
-1	-2	-0.4516223023
-1	-1	0.0
-1	0	0.3379631847
-1	1	0.2137466858
-1	2	-0.2098950787
-1	3	-0.3612978419
-1	4	0.3128931094
-1	5	0.0
0	-5	0.0
0	-4	0.0
0	-3	0.4039432673
0	-2	-0.2019716336
0	-1	-0.3379631847
0	0	0.0
0	1	0.3379631847
0	2	0.2019716336
0	3	-0.4039432673
0	4	0.0
0	5	0.0
1	-5	0.0
1	-4	-0.3128931094
1	-3	0.3612978419
1	-2	0.2098950787
1	-1	-0.2137466858
1	0	-0.3379631847
1	1	0.0
1	2	0.4516223023
1	3	0.0
1	4	0.0
1	5	0.0
2	-5	0.186989398
2	-4	-0.4345240946
2	-3	0.0215916759
2	-2	0.3511552695
2	-1	0.2098950787
2	0	-0.2019716336
2	1	-0.4516223023
2	2	0.0
2	3	0.0
2	4	0.0
2	5	0.0
3	-5	0.373978796
3	-4	-0.2991830368
3	-3	-0.3358876491
3	-2	0.0215916759
3	-1	0.3612978419
3	0	0.4039432673
3	1	0.0
3	2	0.0
3	3	0.0
3	4	0.0
3	5	0.0
4	-5	0.501745206
4	-4	0.0916057225
4	-3	-0.2991830368
4	-2	-0.4345240946
4	-1	-0.3128931094
4	0	0.0
4	1	0.0
4	2	0.0
4	3	0.0
4	4	0.0
4	5	0.0
5	-5	0.4580286124
5	-4	0.501745206
5	-3	0.373978796
5	-2	0.186989398
5	-1	0.0
5	0	0.0
5	1	0.0
5	2	0.0
5	3	0.0
5	4	0.0
5	5	0.0
