#m_1	m_2	CGcoefficient
-4	-7	0.0
-4	-6	0.0
-4	-5	0.0
-4	-4	0.0
-4	-3	0.0
-4	-2	0.0
-4	-1	0.0
-4	0	-0.0264442943
-4	1	-0.0699650262
-4	2	-0.1374085837
-4	3	-0.2290143062
-4	4	-0.3396831102
-4	5	-0.4557327152
-4	6	-0.5477225575
-4	7	-0.5477225575
-3	-7	0.0
-3	-6	0.0
-3	-5	0.0
-3	-4	0.0
-3	-3	0.0
-3	-2	0.0
-3	-1	0.0699650262
-3	0	0.1586657656
-3	1	0.2644429427
-3	2	0.3664228899
-3	3	0.4345240946
-3	4	0.4296689244
-3	5	0.3038218101
-3	6	0.0
-3	7	-0.5477225575
-2	-7	0.0
-2	-6	0.0
-2	-5	0.0
-2	-4	0.0
-2	-3	0.0
-2	-2	-0.1374085837
-2	-1	-0.2644429427
-2	0	-0.3702201197
-2	1	-0.4197901574
-2	2	-0.383214231
-2	3	-0.2423659604
-2	4	0.0
-2	5	0.3038218101
-2	6	0.5477225575
-2	7	0.0
-1	-7	0.0
-1	-6	0.0
-1	-5	0.0
-1	-4	0.0
-1	-3	0.2290143062
-1	-2	0.3664228899
-1	-1	0.4197901574
-1	0	0.3702201197
-1	1	0.2212488394
-1	2	0.0
-1	3	-0.2423659604
-1	4	-0.4296689244
-1	5	-0.4557327152
-1	6	0.0
-1	7	0.0
0	-7	0.0
0	-6	0.0
0	-5	0.0
0	-4	-0.3396831102
0	-3	-0.4345240946
0	-2	-0.383214231
0	-1	-0.2212488394
0	0	0.0
0	1	0.2212488394
0	2	0.383214231
0	3	0.4345240946
0	4	0.3396831102
0	5	0.0
0	6	0.0
0	7	0.0
1	-7	0.0
1	-6	0.0
1	-5	0.4557327152
1	-4	0.4296689244
1	-3	0.2423659604
1	-2	0.0
1	-1	-0.2212488394
1	0	-0.3702201197
1	1	-0.4197901574
1	2	-0.3664228899
1	3	-0.2290143062
1	4	0.0
1	5	0.0
1	6	0.0
1	7	0.0
2	-7	0.0
2	-6	-0.5477225575
2	-5	-0.3038218101
2	-4	0.0
2	-3	0.2423659604
2	-2	0.383214231
2	-1	0.4197901574
2	0	0.3702201197
2	1	0.2644429427
2	2	0.1374085837
2	3	0.0
2	4	0.0
2	5	0.0
2	6	0.0
2	7	0.0
3	-7	0.5477225575
3	-6	0.0
3	-5	-0.3038218101
3	-4	-0.4296689244
3	-3	-0.4345240946
3	-2	-0.3664228899
3	-1	-0.2644429427
3	0	-0.1586657656
3	1	-0.0699650262
3	2	0.0
3	3	0.0
3	4	0.0
3	5	0.0
3	6	0.0
3	7	0.0
4	-7	0.5477225575
4	-6	0.5477225575
4	-5	0.4557327152
4	-4	0.3396831102
4	-3	0.2290143062
4	-2	0.1374085837
4	-1	0.0699650262
4	0	0.0264442943
4	1	0.0
4	2	0.0
4	3	0.0
4	4	0.0
4	5	0.0
4	6	0.0
4	7	0.0
