#m_1	m_2	CGcoefficient
-8	-6	0.0
-8	-5	0.0
-8	-4	0.0
-8	-3	0.0
-8	-2	0.3793066277
-8	-1	0.5364205771
-8	0	0.5639469809
-8	1	0.497354488
-8	2	0.3814534793
-8	3	0.255886773
-8	4	0.1477362973
-8	5	0.0699979809
-8	6	0.0237771318
-7	-6	0.0
-7	-5	0.0
-7	-4	0.0
-7	-3	-0.5689599415
-7	-2	-0.4240777019
-7	-1	-0.0870189083
-7	0	0.2302303908
-7	1	0.4221916356
-7	2	0.4691257505
-7	3	0.4045925129
-7	4	0.2835487736
-7	5	0.1578689349
-7	6	0.0617748006
-6	-6	0.0
-6	-5	0.0
-6	-4	0.5689599415
-6	-3	0.0
-6	-2	-0.3768029262
-6	-1	-0.3891603888
-6	0	-0.1529215959
-6	1	0.1477362973
-6	2	0.3693407432
-6	3	0.4477085899
-6	4	0.392748206
-6	5	0.2604654293
-6	6	0.1182897374
-5	-6	0.0
-5	-5	-0.4117829737
-5	-4	0.3926196603
-5	-3	0.3488517227
-5	-2	-0.0474727065
-5	-1	-0.3422530956
-5	0	-0.3587881505
-5	1	-0.1441758633
-5	2	0.149679693
-5	3	0.3725776521
-5	4	0.4412872021
-5	5	0.3582949707
-5	6	0.1914338638
-4	-6	0.197814142
-4	-5	-0.5107539185
-4	-4	0.0706591746
-4	-3	0.394996794
-4	-2	0.2458887054
-4	-1	-0.1020636962
-4	0	-0.3424437327
-4	1	-0.3292042667
-4	2	-0.0983242933
-4	3	0.201759853
-4	4	0.4087733911
-4	5	0.4291553166
-4	6	0.2758855607
-3	-6	0.3426241444
-3	-5	-0.4492556773
-3	-4	-0.2122717328
-3	-3	0.2300416262
-3	-2	0.3672624795
-3	-1	0.161506994
-3	0	-0.1622176494
-3	1	-0.3531361076
-3	2	-0.2881983923
-3	3	-0.0158623045
-3	4	0.2936153388
-3	5	0.452392503
-3	6	0.3632202186
-2	-6	0.4515419805
-2	-5	-0.2838119079
-2	-4	-0.3705580008
-2	-3	-0.0179738222
-2	-2	0.3031371545
-2	-1	0.3262082304
-2	0	0.078074671
-2	1	-0.2273710825
-2	2	-0.3603474364
-2	3	-0.218433568
-2	4	0.11440507
-2	5	0.4130069909
-2	6	0.4425996697
-1	-6	0.5141031604
-1	-5	-0.0719888417
-1	-4	-0.3843765372
-1	-3	-0.2377713185
-1	-2	0.1120864744
-1	-1	0.3371384406
-1	0	0.2730988379
-1	1	-0.0126276782
-1	2	-0.2950725875
-1	3	-0.3462159672
-1	4	-0.0920884357
-1	5	0.3054227886
-1	6	0.5018608527
0	-6	0.5290077877
0	-5	0.1365892235
0	-4	-0.276265307
0	-3	-0.3566569777
0	-2	-0.1165769801
0	-1	0.2043258933
0	0	0.3472037465
0	1	0.2043258933
0	2	-0.1165769801
0	3	-0.3566569777
0	4	-0.276265307
0	5	0.1365892235
0	6	0.5290077877
1	-6	0.5018608527
1	-5	0.3054227886
1	-4	-0.0920884357
1	-3	-0.3462159672
1	-2	-0.2950725875
1	-1	-0.0126276782
1	0	0.2730988379
1	1	0.3371384406
1	2	0.1120864744
1	3	-0.2377713185
1	4	-0.3843765372
1	5	-0.0719888417
1	6	0.5141031604
2	-6	0.4425996697
2	-5	0.4130069909
2	-4	0.11440507
2	-3	-0.218433568
2	-2	-0.3603474364
2	-1	-0.2273710825
2	0	0.078074671
2	1	0.3262082304
2	2	0.3031371545
2	3	-0.0179738222
2	4	-0.3705580008
2	5	-0.2838119079
2	6	0.4515419805
3	-6	0.3632202186
3	-5	0.452392503
3	-4	0.2936153388
3	-3	-0.0158623045
3	-2	-0.2881983923
3	-1	-0.3531361076
3	0	-0.1622176494
3	1	0.161506994
3	2	0.3672624795
3	3	0.2300416262
3	4	-0.2122717328
3	5	-0.4492556773
3	6	0.3426241444
4	-6	0.2758855607
4	-5	0.4291553166
4	-4	0.4087733911
4	-3	0.201759853
4	-2	-0.0983242933
4	-1	-0.3292042667
4	0	-0.3424437327
4	1	-0.1020636962
4	2	0.2458887054
4	3	0.394996794
4	4	0.0706591746
4	5	-0.5107539185
4	6	0.197814142
5	-6	0.1914338638
5	-5	0.3582949707
5	-4	0.4412872021
5	-3	0.3725776521
5	-2	0.149679693
5	-1	-0.1441758633
5	0	-0.3587881505
5	1	-0.3422530956
5	2	-0.0474727065
5	3	0.3488517227
5	4	0.3926196603
5	5	-0.4117829737
5	6	0.0
6	-6	0.1182897374
6	-5	0.2604654293
6	-4	0.392748206
6	-3	0.4477085899
6	-2	0.3693407432
6	-1	0.1477362973
6	0	-0.1529215959
6	1	-0.3891603888
6	2	-0.3768029262
6	3	0.0
6	4	0.5689599415
6	5	0.0
6	6	0.0
7	-6	0.0617748006
7	-5	0.1578689349
7	-4	0.2835487736
7	-3	0.4045925129
7	-2	0.4691257505
7	-1	0.4221916356
7	0	0.2302303908
7	1	-0.0870189083
7	2	-0.4240777019
7	3	-0.5689599415
7	4	0.0
7	5	0.0
7	6	0.0
8	-6	0.0237771318
8	-5	0.0699979809
8	-4	0.1477362973
8	-3	0.255886773
8	-2	0.3814534793
8	-1	0.497354488
8	0	0.5639469809
8	1	0.5364205771
8	2	0.3793066277
8	3	0.0
8	4	0.0
8	5	0.0
8	6	0.0
