#m_1	m_2	CGcoefficient
-8	-8	0.0
-8	-7	0.0
-8	-6	0.0
-8	-5	0.0
-8	-4	0.0
-8	-3	0.0
-8	-2	0.0
-8	-1	0.0
-8	0	0.0
-8	1	0.0
-8	2	0.0
-8	3	0.0
-8	4	0.0
-8	5	-0.0849937775
-8	6	-0.2248723982
-8	7	-0.3894904189
-8	8	-0.4497447963
-7	-8	0.0
-7	-7	0.0
-7	-6	0.0
-7	-5	0.0
-7	-4	0.0
-7	-3	0.0
-7	-2	0.0
-7	-1	0.0
-7	0	0.0
-7	1	0.0
-7	2	0.0
-7	3	0.0
-7	4	0.1532247114
-7	5	0.3122870792
-7	6	0.3555544806
-7	7	0.1124361991
-7	8	-0.3894904189
-6	-8	0.0
-6	-7	0.0
-6	-6	0.0
-6	-5	0.0
-6	-4	0.0
-6	-3	0.0
-6	-2	0.0
-6	-1	0.0
-6	0	0.0
-6	1	0.0
-6	2	0.0
-6	3	-0.2166924649
-6	4	-0.3426208705
-6	5	-0.2403987056
-6	6	0.1124361991
-6	7	0.3555544806
-6	8	-0.2248723982
-5	-8	0.0
-5	-7	0.0
-5	-6	0.0
-5	-5	0.0
-5	-4	0.0
-5	-3	0.0
-5	-2	0.0
-5	-1	0.0
-5	0	0.0
-5	1	0.0
-5	2	0.2716383804
-5	3	0.3276082132
-5	4	0.1003091197
-5	5	-0.2409347123
-5	6	-0.2403987056
-5	7	0.3122870792
-5	8	-0.0849937775
-4	-8	0.0
-4	-7	0.0
-4	-6	0.0
-4	-5	0.0
-4	-4	0.0
-4	-3	0.0
-4	-2	0.0
-4	-1	0.0
-4	0	0.0
-4	1	-0.3151653619
-4	2	-0.2768129097
-4	3	0.0359164263
-4	4	0.2891216548
-4	5	0.1003091197
-4	6	-0.3426208705
-4	7	0.1532247114
-4	8	0.0
-3	-8	0.0
-3	-7	0.0
-3	-6	0.0
-3	-5	0.0
-3	-4	0.0
-3	-3	0.0
-3	-2	0.0
-3	-1	0.0
-3	0	0.3452463562
-3	1	0.1993280767
-3	2	-0.1506778629
-3	3	-0.2730593406
-3	4	0.0359164263
-3	5	0.3276082132
-3	6	-0.2166924649
-3	7	0.0
-3	8	0.0
-2	-8	0.0
-2	-7	0.0
-2	-6	0.0
-2	-5	0.0
-2	-4	0.0
-2	-3	0.0
-2	-2	0.0
-2	-1	-0.3605980584
-2	0	-0.1040956931
-2	1	0.2327650458
-2	2	0.208810084
-2	3	-0.1506778629
-2	4	-0.2768129097
-2	5	0.2716383804
-2	6	0.0
-2	7	0.0
-2	8	0.0
-1	-8	0.0
-1	-7	0.0
-1	-6	0.0
-1	-5	0.0
-1	-4	0.0
-1	-3	0.0
-1	-2	0.3605980584
-1	-1	0.0
-1	0	-0.2754113164
-1	1	-0.1124361991
-1	2	0.2327650458
-1	3	0.1993280767
-1	4	-0.3151653619
-1	5	0.0
-1	6	0.0
-1	7	0.0
-1	8	0.0
0	-8	0.0
0	-7	0.0
0	-6	0.0
0	-5	0.0
0	-4	0.0
0	-3	-0.3452463562
0	-2	0.1040956931
0	-1	0.2754113164
0	0	0.0
0	1	-0.2754113164
0	2	-0.1040956931
0	3	0.3452463562
0	4	0.0
0	5	0.0
0	6	0.0
0	7	0.0
0	8	0.0
1	-8	0.0
1	-7	0.0
1	-6	0.0
1	-5	0.0
1	-4	0.3151653619
1	-3	-0.1993280767
1	-2	-0.2327650458
1	-1	0.1124361991
1	0	0.2754113164
1	1	0.0
1	2	-0.3605980584
1	3	0.0
1	4	0.0
1	5	0.0
1	6	0.0
1	7	0.0
1	8	0.0
2	-8	0.0
2	-7	0.0
2	-6	0.0
2	-5	-0.2716383804
2	-4	0.2768129097
2	-3	0.1506778629
2	-2	-0.208810084
2	-1	-0.2327650458
2	0	0.1040956931
2	1	0.3605980584
2	2	0.0
2	3	0.0
2	4	0.0
2	5	0.0
2	6	0.0
2	7	0.0
2	8	0.0
3	-8	0.0
3	-7	0.0
3	-6	0.2166924649
3	-5	-0.3276082132
3	-4	-0.0359164263
3	-3	0.2730593406
3	-2	0.1506778629
3	-1	-0.1993280767
3	0	-0.3452463562
3	1	0.0
3	2	0.0
3	3	0.0
3	4	0.0
3	5	0.0
3	6	0.0
3	7	0.0
3	8	0.0
4	-8	0.0
4	-7	-0.1532247114
4	-6	0.3426208705
4	-5	-0.1003091197
4	-4	-0.2891216548
4	-3	-0.0359164263
4	-2	0.2768129097
4	-1	0.3151653619
4	0	0.0
4	1	0.0
4	2	0.0
4	3	0.0
4	4	0.0
4	5	0.0
4	6	0.0
4	7	0.0
4	8	0.0
5	-8	0.0849937775
5	-7	-0.3122870792
5	-6	0.2403987056
5	-5	0.2409347123
5	-4	-0.1003091197
5	-3	-0.3276082132
5	-2	-0.2716383804
5	-1	0.0
5	0	0.0
5	1	0.0
5	2	0.0
5	3	0.0
5	4	0.0
5	5	0.0
5	6	0.0
5	7	0.0
5	8	0.0
6	-8	0.2248723982
6	-7	-0.3555544806
6	-6	-0.1124361991
6	-5	0.2403987056
6	-4	0.3426208705
6	-3	0.2166924649
6	-2	0.0
6	-1	0.0
6	0	0.0
