#m_1	m_2	CGcoefficient
-4	-7	0.0
-4	-6	-0.6030226892
-4	-5	-0.687551651
-4	-4	-0.6692136355
-4	-3	-0.6040796973
-4	-2	-0.517994067
-4	-1	-0.4255755527
-4	0	-0.3356985232
-4	1	-0.2537642308
-4	2	-0.18285659
-4	3	-0.1244181504
-4	4	-0.0786889475
-4	5	-0.0450161806
-4	6	-0.0220873412
-4	7	-0.0081038387
-3	-7	0.7977240352
-3	-6	0.2860387768
-3	-5	-0.0788675833
-3	-4	-0.3219755605
-3	-3	-0.4661946603
-3	-2	-0.5323633465
-3	-1	-0.5392489904
-3	0	-0.5035477847
-3	1	-0.4398845894
-3	2	-0.3608126363
-3	3	-0.2768129097
-3	4	-0.1962926871
-3	5	-0.1255814883
-3	6	-0.0689166704
-3	7	-0.0283634355
-2	-7	0.6674238125
-2	-6	0.5787298417
-2	-5	0.3614166703
-2	-4	0.116875224
-2	-3	-0.1083462325
-2	-2	-0.2907234491
-2	-1	-0.419623154
-2	0	-0.4926707402
-2	1	-0.513140033
-2	2	-0.4882520792
-2	3	-0.4279333301
-2	4	-0.3438167585
-2	5	-0.2483598511
-2	6	-0.1539729356
-2	7	-0.0719144346
-1	-7	0.4593525712
-1	-6	0.5680207108
-1	-5	0.5371812126
-1	-4	0.4157908988
-1	-3	0.2422695409
-1	-2	0.0484539082
-1	-1	-0.1396590275
-1	0	-0.3016979811
-1	1	-0.4228387041
-1	2	-0.493769227
-1	3	-0.5106704551
-1	4	-0.475198765
-1	5	-0.3944538811
-1	6	-0.2808713808
-1	7	-0.1516089399
0	-7	0.2795530723
0	-6	0.4348976218
0	-5	0.5165203967
0	-4	0.5226818917
0	-3	0.4596741341
0	-2	0.3399751099
0	-1	0.1802990292
0	0	0.0
0	1	-0.1802990292
0	2	-0.3399751099
0	3	-0.4596741341
0	4	-0.5226818917
0	5	-0.5165203967
0	6	-0.4348976218
0	7	-0.2795530723
1	-7	0.1516089399
1	-6	0.2808713808
1	-5	0.3944538811
1	-4	0.475198765
1	-3	0.5106704551
1	-2	0.493769227
1	-1	0.4228387041
1	0	0.3016979811
1	1	0.1396590275
1	2	-0.0484539082
1	3	-0.2422695409
1	4	-0.4157908988
1	5	-0.5371812126
1	6	-0.5680207108
1	7	-0.4593525712
2	-7	0.0719144346
2	-6	0.1539729356
2	-5	0.2483598511
2	-4	0.3438167585
2	-3	0.4279333301
2	-2	0.4882520792
2	-1	0.513140033
2	0	0.4926707402
2	1	0.419623154
2	2	0.2907234491
2	3	0.1083462325
2	4	-0.116875224
2	5	-0.3614166703
2	6	-0.5787298417
2	7	-0.6674238125
3	-7	0.0283634355
3	-6	0.0689166704
3	-5	0.1255814883
3	-4	0.1962926871
3	-3	0.2768129097
3	-2	0.3608126363
3	-1	0.4398845894
3	0	0.5035477847
3	1	0.5392489904
3	2	0.5323633465
3	3	0.4661946603
3	4	0.3219755605
3	5	0.0788675833
3	6	-0.2860387768
3	7	-0.7977240352
4	-7	0.0081038387
4	-6	0.0220873412
4	-5	0.0450161806
4	-4	0.0786889475
4	-3	0.1244181504
4	-2	0.18285659
4	-1	0.2537642308
4	0	0.3356985232
4	1	0.4255755527
4	2	0.517994067
4	3	0.6040796973
4	4	0.6692136355
4	5	0.687551651
4	6	0.6030226892
4	7	0.0
