#m_1	m_2	CGcoefficient
-6	-2	0.0
-6	-1	0.0
-6	0	0.0
-6	1	0.0
-6	2	0.8320502943
-5	-2	0.0
-5	-1	0.0
-5	0	0.0
-5	1	-0.4803844614
-5	2	0.6793662205
-4	-2	0.0
-4	-1	0.0
-4	0	0.250872603
-4	1	-0.5793654595
-4	2	0.5419467628
-3	-2	0.0
-3	-1	-0.1121936388
-3	0	0.3886501654
-3	1	-0.5936729339
-3	2	0.4197901574
-2	-2	0.0373978796
-2	-1	-0.2115543541
-2	0	0.4847319207
-2	1	-0.5597202098
-2	2	0.3128931094
-1	-2	0.083624201
-1	-1	-0.3128931094
-1	0	0.5419467628
-1	1	-0.4947274449
-1	2	0.2212488394
0	-2	0.1448413649
0	-1	-0.4096732452
0	0	0.560968194
0	1	-0.4096732452
0	2	0.1448413649
1	-2	0.2212488394
1	-1	-0.4947274449
1	0	0.5419467628
1	1	-0.3128931094
1	2	0.083624201
2	-2	0.3128931094
2	-1	-0.5597202098
2	0	0.4847319207
2	1	-0.2115543541
2	2	0.0373978796
3	-2	0.4197901574
3	-1	-0.5936729339
3	0	0.3886501654
3	1	-0.1121936388
3	2	0.0
4	-2	0.5419467628
4	-1	-0.5793654595
4	0	0.250872603
4	1	0.0
4	2	0.0
5	-2	0.6793662205
5	-1	-0.4803844614
5	0	0.0
5	1	0.0
5	2	0.0
6	-2	0.8320502943
6	-1	0.0
6	0	0.0
6	1	0.0
6	2	0.0
