#m_1	m_2	CGcoefficient
-5	-7	0.0
-5	-6	0.0
-5	-5	0.0
-5	-4	-0.2791452631
-5	-3	-0.4364357805
-5	-2	-0.529256124
-5	-1	-0.5613608914
-5	0	-0.5423261445
-5	1	-0.4850712501
-5	2	-0.4036036764
-5	3	-0.3113869966
-5	4	-0.2201838569
-5	5	-0.1392564984
-5	6	-0.0748481189
-5	7	-0.0298540717
-4	-7	0.0
-4	-6	0.0
-4	-5	0.5296408977
-4	-4	0.5409627461
-4	-3	0.3787048547
-4	-2	0.1449427589
-4	-1	-0.0916698497
-4	0	-0.2869720216
-4	1	-0.4168400846
-4	2	-0.4734720944
-4	3	-0.4618615547
-4	4	-0.3963309424
-4	5	-0.2970805298
-4	6	-0.1867115883
-4	7	-0.0865253201
-3	-7	0.0
-3	-6	-0.6365491381
-3	-5	-0.2353959545
-3	-4	0.1513877743
-3	-3	0.3768511732
-3	-2	0.4234048992
-3	-1	0.3253956867
-3	0	0.1378569
-3	1	-0.0803997768
-3	2	-0.2771169328
-3	3	-0.413101533
-3	4	-0.4660876144
-3	5	-0.4324703648
-3	6	-0.3270349701
-3	7	-0.1801168169
-2	-7	0.4861724348
-2	-6	-0.3062598469
-2	-5	-0.4655886271
-2	-4	-0.296164257
-2	-3	-0.0152783083
-2	-2	0.235007996
-2	-1	0.3760355235
-2	0	0.3807193319
-2	1	0.2617215476
-2	2	0.0596260703
-2	3	-0.1688820655
-2	4	-0.3628239719
-2	5	-0.4686891786
-2	6	-0.4520041855
-2	7	-0.3076080258
-1	-7	0.6063635606
-1	-6	0.1111705129
-1	-5	-0.2737799056
-1	-4	-0.414387707
-1	-3	-0.3381997708
-1	-2	-0.1299727318
-1	-1	0.1128941896
-1	0	0.3048130748
-1	1	0.3864211006
-1	2	0.3325783305
-1	3	0.1554280164
-1	4	-0.0969859783
-1	5	-0.3467016299
-1	6	-0.4971696481
-1	7	-0.4502920423
0	-7	0.5695793864
0	-6	0.3954960332
0	-5	0.0667557337
0	-4	-0.2234074158
0	-3	-0.3775366693
0	-2	-0.3689494278
0	-1	-0.2231003264
0	0	0.0
0	1	0.2231003264
0	2	0.3689494278
0	3	0.3775366693
0	4	0.2234074158
0	5	-0.0667557337
0	6	-0.3954960332
0	7	-0.5695793864
1	-7	0.4502920423
1	-6	0.4971696481
1	-5	0.3467016299
1	-4	0.0969859783
1	-3	-0.1554280164
1	-2	-0.3325783305
1	-1	-0.3864211006
1	0	-0.3048130748
1	1	-0.1128941896
1	2	0.1299727318
1	3	0.3381997708
1	4	0.414387707
1	5	0.2737799056
1	6	-0.1111705129
1	7	-0.6063635606
2	-7	0.3076080258
2	-6	0.4520041855
2	-5	0.4686891786
2	-4	0.3628239719
2	-3	0.1688820655
2	-2	-0.0596260703
2	-1	-0.2617215476
2	0	-0.3807193319
2	1	-0.3760355235
2	2	-0.235007996
2	3	0.0152783083
2	4	0.296164257
2	5	0.4655886271
2	6	0.3062598469
2	7	-0.4861724348
3	-7	0.1801168169
3	-6	0.3270349701
3	-5	0.4324703648
3	-4	0.4660876144
3	-3	0.413101533
3	-2	0.2771169328
3	-1	0.0803997768
3	0	-0.1378569
3	1	-0.3253956867
3	2	-0.4234048992
3	3	-0.3768511732
3	4	-0.1513877743
3	5	0.2353959545
3	6	0.6365491381
3	7	0.0
4	-7	0.0865253201
4	-6	0.1867115883
4	-5	0.2970805298
4	-4	0.3963309424
4	-3	0.4618615547
4	-2	0.4734720944
4	-1	0.4168400846
4	0	0.2869720216
4	1	0.0916698497
4	2	-0.1449427589
4	3	-0.3787048547
4	4	-0.5409627461
4	5	-0.5296408977
4	6	0.0
4	7	0.0
5	-7	0.0298540717
5	-6	0.0748481189
5	-5	0.1392564984
5	-4	0.2201838569
5	-3	0.3113869966
5	-2	0.4036036764
5	-1	0.4850712501
5	0	0.5423261445
5	1	0.5613608914
5	2	0.529256124
5	3	0.4364357805
5	4	0.2791452631
5	5	0.0
5	6	0.0
5	7	0.0
