#m_1	m_2	CGcoefficient
-8	-4	0.0
-8	-3	0.0
-8	-2	0.0
-8	-1	0.0
-8	0	0.0
-8	1	0.0
-8	2	0.0
-8	3	-0.5995641118
-8	4	-0.5362664444
-7	-4	0.0
-7	-3	0.0
-7	-2	0.0
-7	-1	0.0
-7	0	0.0
-7	1	0.0
-7	2	0.560840872
-7	3	-0.0947994098
-7	4	-0.568796459
-6	-4	0.0
-6	-3	0.0
-6	-2	0.0
-6	-1	0.0
-6	0	0.0
-6	1	-0.4344254714
-6	2	0.3885619541
-6	3	0.2202939213
-6	4	-0.5087470191
-5	-4	0.0
-5	-3	0.0
-5	-2	0.0
-5	-1	0.0
-5	0	0.2997820559
-5	1	-0.4663514341
-5	2	0.1271867548
-5	3	0.3885619541
-5	4	-0.4153902016
-4	-4	0.0
-4	-3	0.0
-4	-2	0.0
-4	-1	-0.1859169387
-4	0	0.4206820099
-4	1	-0.349207247
-4	2	-0.1152085132
-4	3	0.448055965
-4	4	-0.3155115074
-3	-4	0.0
-3	-3	0.0
-3	-2	0.1018309011
-3	-1	-0.318781144
-3	0	0.4320319244
-3	1	-0.1577557537
-3	2	-0.2951339906
-3	3	0.4320319244
-3	4	-0.2231003264
-2	-4	0.0
-2	-3	-0.0468998698
-2	-2	0.2061156475
-2	-1	-0.40430377
-2	0	0.3473667371
-2	1	0.0513762333
-2	2	-0.3979585917
-2	3	0.3689494278
-2	4	-0.1453139318
-1	-4	0.0158550498
-1	-3	-0.1099042044
-1	-2	0.3095391407
-1	-1	-0.4224113783
-1	0	0.1922322627
-1	1	0.2354354779
-1	2	-0.425524253
-1	3	0.2824691817
-1	4	-0.085087126
0	-4	0.042543563
0	-3	-0.1914460334
0	-2	0.3899181954
0	-1	-0.364735074
0	0	0.0
0	1	0.364735074
0	2	-0.3899181954
0	3	0.1914460334
0	4	-0.042543563
1	-4	0.085087126
1	-3	-0.2824691817
1	-2	0.425524253
1	-1	-0.2354354779
1	0	-0.1922322627
1	1	0.4224113783
1	2	-0.3095391407
1	3	0.1099042044
1	4	-0.0158550498
2	-4	0.1453139318
2	-3	-0.3689494278
2	-2	0.3979585917
2	-1	-0.0513762333
2	0	-0.3473667371
2	1	0.40430377
2	2	-0.2061156475
2	3	0.0468998698
2	4	0.0
3	-4	0.2231003264
3	-3	-0.4320319244
3	-2	0.2951339906
3	-1	0.1577557537
3	0	-0.4320319244
3	1	0.318781144
3	2	-0.1018309011
3	3	0.0
3	4	0.0
4	-4	0.3155115074
4	-3	-0.448055965
4	-2	0.1152085132
4	-1	0.349207247
4	0	-0.4206820099
4	1	0.1859169387
4	2	0.0
4	3	0.0
4	4	0.0
5	-4	0.4153902016
5	-3	-0.3885619541
5	-2	-0.1271867548
5	-1	0.4663514341
5	0	-0.2997820559
5	1	0.0
5	2	0.0
5	3	0.0
5	4	0.0
6	-4	0.5087470191
6	-3	-0.2202939213
6	-2	-0.3885619541
6	-1	0.4344254714
6	0	0.0
6	1	0.0
6	2	0.0
6	3	0.0
6	4	0.0
7	-4	0.568796459
7	-3	0.0947994098
7	-2	-0.560840872
7	-1	0.0
7	0	0.0
7	1	0.0
7	2	0.0
7	3	0.0
7	4	0.0
8	-4	0.5362664444
8	-3	0.5995641118
8	-2	0.0
8	-1	0.0
8	0	0.0
8	1	0.0
8	2	0.0
8	3	0.0
8	4	0.0
