#m_1	m_2	CGcoefficient
-2	-8	0.0
-2	-7	0.0
-2	-6	0.0
-2	-5	-0.0700140042
-2	-4	-0.1349343652
-2	-3	-0.2049800154
-2	-2	-0.2775442529
-2	-1	-0.350070021
-2	0	-0.4200840252
-2	1	-0.4850712501
-2	2	-0.5423261445
-2	3	-0.5887602699
-2	4	-0.6206078163
-2	5	-0.6328982731
-2	6	-0.6183469424
-2	7	-0.5644709479
-2	8	-0.4428074428
-1	-8	0.0
-1	-7	0.0
-1	-6	0.2268713032
-1	-5	0.3555285646
-1	-4	0.4498677054
-1	-3	0.5124500386
-1	-2	0.5439378157
-1	-1	0.5445811486
-1	0	0.5144957554
-1	1	0.4537426065
-1	2	0.3623568973
-1	3	0.2403603737
-1	4	0.0877671991
-1	5	-0.0954130047
-1	6	-0.3091734712
-1	7	-0.5535093035
-1	8	-0.8284168696
0	-8	0.0
0	-7	-0.5072996562
0	-6	-0.5940885258
0	-5	-0.5842829406
0	-4	-0.5185629788
0	-3	-0.4163163794
0	-2	-0.2898855178
0	-1	-0.1485221314
0	0	0.0
0	1	0.1485221314
0	2	0.2898855178
0	3	0.4163163794
0	4	0.5185629788
0	5	0.5842829406
0	6	0.5940885258
0	7	0.5072996562
0	8	0.0
1	-8	0.8284168696
1	-7	0.5535093035
1	-6	0.3091734712
1	-5	0.0954130047
1	-4	-0.0877671991
1	-3	-0.2403603737
1	-2	-0.3623568973
1	-1	-0.4537426065
1	0	-0.5144957554
1	1	-0.5445811486
1	2	-0.5439378157
1	3	-0.5124500386
1	4	-0.4498677054
1	5	-0.3555285646
1	6	-0.2268713032
1	7	0.0
1	8	0.0
2	-8	0.4428074428
2	-7	0.5644709479
2	-6	0.6183469424
2	-5	0.6328982731
2	-4	0.6206078163
2	-3	0.5887602699
2	-2	0.5423261445
2	-1	0.4850712501
2	0	0.4200840252
2	1	0.350070021
2	2	0.2775442529
2	3	0.2049800154
2	4	0.1349343652
2	5	0.0700140042
2	6	0.0
2	7	0.0
2	8	0.0
