316
1190 0
1970 0
1990 0.239628
2750 0
2770 0.0869301
2790 0
3530 0
3550 0.0530777
3570 0
4330 0.0520156
4350 0
5130 0
11070 0
11090 -0.245854
11850 0
11870 -0.039678
11890 -0.299911
12630 0
12650 -4.03887e-08
12670 -0.126506
12690 0
13430 0.0347544
13450 -0.0954704
13470 0
14230 -0.131884
14250 0
15030 0
20950 0
20970 -0.0346439
20990 0.150061
21730 0
21750 -0.0213526
21770 0.193649
21790 0.10146
22530 -0.00717884
22550 0.129062
22570 0.065533
22590 0
23330 0.0106176
23350 0.0792292
23370 0
24130 0.212656
24150 0
30830 0
30850 -0.0212204
30870 -0.189733
30890 3.43837e-17
31630 -0.0420897
31650 -0.0616038
31670 -0.274004
31690 0.176777
32430 3.71545e-08
32450 -0.267431
32470 0.063926
32490 0
33230 -0.101286
33250 0.0215942
33270 0
34030 -0.2351
34050 0
40730 -0.0365312
40750 -0.0601988
40770 0.26896
40790 -0.098058
41530 0.0199549
41550 0.182315
41570 0.159712
41590 -0.224813
42330 0.0523523
42350 0.289271
42370 -0.132706
42390 0
43130 0.235799
43150 -0.158538
43170 0
50630 0.00739319
50650 0.0360678
50670 -0.126469
50690 0.0575707
51430 -0.0303706
51450 -0.249017
51470 0.0776446
51490 -0.00842748
52230 -0.176819
52250 -0.12975
52270 0.0474742
52290 0
53030 0
53050 0.228062
53070 0
61330 0.0997836
61350 0.169434
61370 -0.212657
61390 0.228217
62130 0
62150 -0.152459
62170 0.131333
62190 0
71230 0
71250 0.065899
71270 0.109518
71290 -0.158114
72050 0
72070 -0.233542
72090 0
81150 0
81170 0.150622
81190 -0.116927
91070 0
91090 0.271713
101750 0
101770 -0.0651339
101790 0
102530 0
102550 -0.0901127
102570 0
103330 -0.11631
103350 0
104130 0
111630 0
111650 0.073645
111670 0.101504
111690 0
112430 0.0208524
112450 0.130187
112470 0
113230 0.212656
113250 0
114030 0
121530 0.111462
121550 -0.0572538
121570 -0.0957645
121590 0
122330 -0.0751853
122350 -0.112207
122370 0
123130 -0.266579
123150 0
131430 -0.0370187
131450 0.0227272
131470 0.0395103
131490 0
132230 0.138534
132250 0.0413499
132270 0
133030 0.2351
133050 0
142130 -0.198922
142150 0.0354831
142170 0
152030 0
152050 -0.0668916
152070 0
202330 -6.03833e-08
202350 0
203130 0
212230 7.13276e-08
212250 0
213030 0
