1321
        3440   2.824874e-01
        4220   2.396985e-01
       12540   -1.719163e-01
       13320   -2.188138e-01
       13330   2.188138e-01
       13340   1.215632e-01
       14120   2.102295e-01
       21640   -1.795608e-01
       22420   -3.819926e-02
       22430   -1.509958e-01
       22440   -1.664717e-01
       23220   -1.885937e-01
       23230   1.621956e-01
       23240   -1.623157e-01
       24020   -5.175492e-03
       30740   3.227486e-01
       31520   2.465752e-01
       31530   -1.743550e-01
       31540   -7.208691e-03
       32320   -5.117663e-02
       32330   -2.352177e-01
       32340   -3.636965e-02
       33120   -2.072275e-01
       33130   -3.092948e-03
       33140   -1.494925e-01
       40620   -2.060315e-01
       40630   3.406926e-01
       40640   1.662410e-01
       41420   1.489027e-01
       41430   -9.055224e-02
       41440   1.011595e-01
       42220   -4.950189e-02
       42230   -1.765833e-01
       42240   1.370803e-01
       43040   7.797619e-02
       50520   0.000000e+00
       50530   4.125992e-01
       50540   0.000000e+00
       51320   2.051630e-01
       51330   4.835737e-02
       51340   7.797392e-02
       52140   1.893683e-01
       61240   -8.761668e-02
      102440   2.431264e-02
      103220   -1.151474e-01
      111540   -8.422146e-02
      112320   -1.566958e-02
      112330   1.096871e-01
      112340   1.305798e-01
      113120   8.504201e-02
      121420   1.925432e-01
      121430   -1.119256e-01
      121440   1.169024e-02
      122220   6.204279e-02
      122230   1.814186e-01
      122240   5.339793e-02
      123020   1.819221e-01
      131320   -8.821732e-18
      131330   -1.002972e-01
      131340   -2.606334e-18
      132120   4.464286e-02
      132130   1.089286e-01
      132140   -1.081349e-01
      142040   -9.951519e-02
      202220   -3.380617e-02
      212120   -3.024547e-17
