212
        1440   3.838247e-01
        2220   2.314550e-01
        3000   3.535534e-01
       10540   -4.045868e-01
       11320   -1.792843e-01
       11330   4.008919e-01
       11340   -1.543033e-01
       12100   -2.886751e-01
       12110   5.000000e-01
       12120   -9.759001e-02
       20420   0.000000e+00
       20430   -4.791574e-01
       20440   0.000000e+00
       21200   1.666667e-01
       21210   -5.000000e-01
       21220   3.333333e-01
       21230   -1.428571e-01
       21240   -2.500000e-01
       22020   -2.635231e-01
       30300   -3.162278e-01
       30310   0.000000e+00
       30320   -5.237229e-01
       30330   0.000000e+00
       30340   1.982062e-01
       31120   2.405351e-01
       31130   -2.988072e-01
       31140   2.070197e-01
       41040   2.004459e-01
      101220   -1.259882e-01
      102000   -3.118048e-01
      111100   4.830459e-01
      111110   2.297975e-17
      111120   1.632993e-01
