113
        1440   2.763854e-01
        2220   1.936492e-01
       10540   -2.913358e-01
       11320   -5.000000e-02
       11330   2.500000e-01
       11340   -3.611111e-01
       12120   -3.674235e-01
       20420   -1.511858e-01
       20430   -2.988072e-01
       20440   1.907240e-01
       21220   1.792843e-01
       21230   -4.008919e-01
       21240   1.543033e-01
       22020   3.968627e-01
       30320   0.000000e+00
       30330   3.872983e-01
       30340   0.000000e+00
       31120   -3.354102e-01
       31130   3.354102e-01
       31140   1.863390e-01
       41040   -3.367877e-01
      101220   -5.431412e-17
      111120   2.992227e-17
