# mass number (A) = 48
# number of protons (Z) = 20
#relative orbital quantum number l = 6
# k (1/fm)	total two_body (fm^3)
0.0	0.0196886395937
0.02	0.0196574972119
0.04	0.0195643653108
0.06	0.0194101249622
0.08	0.0191962291885
0.1	0.018924680173
0.12	0.0185979980584
0.14	0.0182191820142
0.16	0.0177916644119
0.18	0.0173192590889
0.2	0.0168061047902
0.22	0.0162566049578
0.24	0.015675365091
0.26	0.0150671289161
0.28	0.0144367145948
0.3	0.0137889521534
0.32	0.0131286232495
0.34	0.0124604042924
0.36	0.011788813822
0.38	0.0111181649121
0.4	0.0104525232228
0.42	0.00979567116957
0.44	0.00915107852062
0.46	0.00852187957776
0.48	0.00791085694674
0.5	0.00732043176043
0.52	0.00675266009085
0.54	0.00620923517234
0.56	0.00569149496234
0.58	0.00520043448889
0.6	0.00473672237606
0.62	0.00430072089969
0.64	0.00389250890647
0.66	0.00351190692688
0.68	0.00315850382738
0.7	0.0028316843756
0.72	0.00253065713347
0.74	0.00225448214432
0.76	0.00200209793872
0.78	0.00177234744758
0.8	0.00156400247851
0.82	0.0013757864789
0.84	0.00120639537639
0.86	0.00105451635145
0.88	0.00091884445708
0.9	0.000798097055283
0.92	0.000691026089219
0.94	0.000596428251853
0.96	0.000513153147659
0.98	0.000440109572251
1.0	0.000376270056695
1.02	0.000320673838531
1.04	0.000272428430985
1.06	0.000230709965917
1.08	0.000194762485424
1.1	0.000163896352421
1.12	0.000137485942639
1.14	0.000114966770047
1.16	9.58321853453e-05
1.18	7.9629773553e-05
1.2	6.59575623549e-05
1.22	5.44601382987e-05
1.24	4.48247535234e-05
1.26	3.67774918305e-05
1.28	3.00795498301e-05
1.3	2.4523676814e-05
1.32	1.99308060555e-05
1.34	1.61469005049e-05
1.36	1.30400273566e-05
1.38	1.04976687088e-05
1.4	8.42426947425e-06
1.42	6.73901875924e-06
1.44	5.37385702091e-06
1.46	4.27169834333e-06
1.48	3.3848550264e-06
1.5	2.67365025596e-06
1.52	2.10520380604e-06
1.54	1.65237541336e-06
1.56	1.29285056367e-06
1.58	1.00835385079e-06
1.6	7.83975733927e-07
1.62	6.07599358572e-07
1.64	4.69415061627e-07
1.66	3.61511203474e-07
1.68	2.77531018037e-07
1.7	2.12386214248e-07
1.72	1.62019074084e-07
1.74	1.23205755234e-07
1.76	9.33944075973e-08
1.78	7.05725443537e-08
1.8	5.31588657879e-08
1.82	3.99154163893e-08
1.84	2.98765639934e-08
1.86	2.22918268728e-08
1.88	1.65800448471e-08
1.9	1.22927986324e-08
1.92	9.085333238e-09
1.94	6.69354183657e-09
1.96	4.91582178957e-09
1.98	3.59882977949e-09
2.0	2.62634338493e-09
2.02	1.91058664393e-09
2.04	1.38550148045e-09
2.06	1.00154917615e-09
2.08	7.21709777596e-10
2.1	5.18415439523e-10
2.12	3.71208825155e-10
2.14	2.64962056044e-10
2.16	1.88527237926e-10
2.18	1.33717901275e-10
2.2	9.45431407604e-11
