# mass number (A) = 9
# number of protons (Z) = 4
#relative orbital quantum number l = 0
# k (1/fm)	total two_body (fm^3)
0.0	1.90316131856
0.02	1.90229933766
0.04	1.89971496591
0.06	1.89541290595
0.08	1.88940096192
0.1	1.88168999113
0.12	1.87229383997
0.14	1.86122926776
0.16	1.84851586265
0.18	1.8341759543
0.2	1.81823452823
0.22	1.80071914684
0.24	1.78165988164
0.26	1.76108926103
0.28	1.73904223692
0.3	1.7155561726
0.32	1.69067085339
0.34	1.66442852004
0.36	1.63687392371
0.38	1.60805440013
0.4	1.578019959
0.42	1.54682338388
0.44	1.51452033637
0.46	1.481169458
0.48	1.44683246223
0.5	1.41157420888
0.52	1.37546275321
0.54	1.33856936198
0.56	1.30096848946
0.58	1.26273770715
0.6	1.22395758179
0.62	1.18471149786
0.64	1.14508542177
0.66	1.10516760691
0.68	1.06504823994
0.7	1.02481903068
0.72	0.984572749429
0.74	0.944402717057
0.76	0.904402254702
0.78	0.864664101049
0.8	0.825279806256
0.82	0.786339112318
0.84	0.747929330203
0.86	0.710134724335
0.88	0.673035914964
0.9	0.636709308666
0.92	0.601226566659
0.94	0.566654119843
0.96	0.533052738473
0.98	0.500477163204
1.0	0.468975802961
1.02	0.438590503689
1.04	0.40935639058
1.06	0.381301784916
1.08	0.354448195242
1.1	0.328810381162
1.12	0.304396486812
1.14	0.281208239868
1.16	0.259241210916
1.18	0.238485127178
1.2	0.21892423386
1.22	0.200537695908
1.24	0.183300032611
1.26	0.167181577332
1.28	0.152148954672
1.3	0.13816556755
1.32	0.125192086965
1.34	0.113186937681
1.36	0.102106773578
1.38	0.0919069370697
1.4	0.0825418976429
1.42	0.0739656653188
1.44	0.0661321755834
1.46	0.0589956430757
1.48	0.0525108820687
1.5	0.0466335924794
1.52	0.0413206108151
1.54	0.0365301260718
1.56	0.0322218611562
1.58	0.0283572208904
1.6	0.0248994080718
1.62	0.0218135094097
1.64	0.0190665534352
1.66	0.0166275426834
1.68	0.0144674625944
1.7	0.0125592696536
1.72	0.0108778613223
1.74	0.00940003028281
1.76	0.00810440545816
1.78	0.00697138216341
1.8	0.00598304361524
1.82	0.00512307587249
1.84	0.00437667811003
1.86	0.00373046994696
1.88	0.00317239736335
1.9	0.00269163855119
1.92	0.00227851085986
1.94	0.00192437981692
1.96	0.00162157103436
1.98	0.00136328565042
2.0	0.00114351980996
2.02	0.000956988552005
