# mass number (A) = 12
# number of protons (Z) = 6
#relative orbital quantum number l = 0
# k (1/fm)	total two_body (fm^3)
2.34	2.57819408765e-05
2.36	2.04732457411e-05
2.38	1.62177894212e-05
2.4	1.28153844856e-05
2.42	1.01020100164e-05
2.44	7.94367106146e-06
2.46	6.23122065945e-06
2.48	4.87600940429e-06
2.5	3.8062433746e-06
2.52	2.96394585255e-06
2.54	2.30243156717e-06
2.56	1.78421423127e-06
2.58	1.37927893662e-06
2.6	1.06366058466e-06
2.62	8.18278032137e-07
2.64	6.27981101615e-07
2.66	4.80774131393e-07
2.68	3.67185404729e-07
2.7	2.79756689801e-07
2.72	2.1263132315e-07
2.74	1.61222859034e-07
2.76	1.21949359179e-07
2.78	9.20209797147e-08
2.8	6.92706870051e-08
2.82	5.20197573315e-08
2.84	3.89712372854e-08
2.86	2.91258064989e-08
2.88	2.17155310435e-08
2.9	1.61518584868e-08
2.92	1.19849136994e-08
2.94	8.87173343848e-09
2.96	6.55154922965e-09
2.98	4.82661057727e-09
3.0	3.54734970343e-09
3.02	2.60093796333e-09
3.04	1.90248381993e-09
3.06	1.38828192885e-09
3.08	1.01065007039e-09
3.1	7.33991621696e-10
3.12	5.31801118827e-10
3.14	3.8439340925e-10
3.16	2.77186350496e-10
3.18	1.99405732787e-10
3.2	1.43111321127e-10
3.22	1.02466415565e-10
3.24	7.31915493616e-11
3.26	5.21570250605e-11
3.28	3.70798339831e-11
3.3	2.62988320154e-11
3.32	1.86084181603e-11
3.34	1.31358253103e-11
3.36	9.2508315069e-12
3.38	6.49950460144e-12
3.4	4.55571333927e-12
3.42	3.18573563671e-12
3.44	2.22249526385e-12
3.46	1.54685735604e-12
3.48	1.07408472631e-12
3.5	7.44056983445e-13
3.52	5.14225678058e-13
3.54	3.54553473315e-13
3.56	2.43888128064e-13
3.58	1.67371307864e-13
3.6	1.14591733013e-13
3.62	7.82722794215e-14
3.64	5.33390864024e-14
3.66	3.62632343129e-14
3.68	2.45963882397e-14
3.7	1.6644104904e-14
3.72	1.12365840835e-14
3.74	7.56821346774e-15
3.76	5.0855518777e-15
3.78	3.40932882125e-15
3.8	2.28026965014e-15
3.82	1.52156484349e-15
3.84	1.01293618045e-15
3.86	6.72762036189e-16
3.88	4.45788695337e-16
3.9	2.94703443615e-16
3.92	1.9437050014e-16
3.94	1.27898328199e-16
3.96	8.39632313251e-17
3.98	5.4992512587e-17
4.0	3.59342430435e-17
4.02	2.3426333933e-17
4.04	1.52367175265e-17
4.06	9.88712722498e-18
4.08	6.4008965178e-18
4.1	4.13431744052e-18
4.12	2.66415513874e-18
4.14	1.71280619207e-18
4.16	1.09862707758e-18
4.18	7.03049768013e-19
4.2	4.48865127853e-19
4.22	2.85917025534e-19
4.24	1.81701638386e-19
4.26	1.15205354189e-19
4.28	7.28755410099e-20
4.3	4.59924493649e-20
4.32	2.8959243392e-20
4.34	1.81921534625e-20
4.36	1.14019081332e-20
4.38	7.12964303124e-21
4.4	4.44790136636e-21
4.42	2.76847057298e-21
4.44	1.71918400205e-21
4.46	1.06513039412e-21
4.48	6.58387290804e-22
4.5	4.06030463489e-22
4.52	2.49824247896e-22
4.54	1.53359122818e-22
4.56	9.3925597148e-23
4.58	5.73928639647e-23
4.6	3.49890112971e-23
4.62	2.12816619599e-23
4.64	1.29145643031e-23
4.66	7.8190605298e-24
4.68	4.72313365192e-24
4.7	2.84647243304e-24
4.72	1.71153213183e-24
4.74	1.02674996518e-24
4.76	6.1453431273e-25
4.78	3.66969195079e-25
4.8	2.18632813493e-25
4.82	1.2995816382e-25
4.84	7.70716226397e-26
4.86	4.56024707335e-26
4.88	2.6920641087e-26
4.9	1.58557136229e-26
4.92	9.31729343946e-27
4.94	5.46257672995e-27
4.96	3.19528303427e-27
4.98	1.86477024144e-27
5.0	1.08578976772e-27
