# mass number (A) = 12
# number of protons (Z) = 6
#relative orbital quantum number l = 0
# k (1/fm)	total two_body (fm^3)
0.0	1.46848209211
0.02	1.46780749278
0.04	1.46578787652
0.06	1.46243567772
0.08	1.45777125506
0.1	1.45182235665
0.12	1.44462339678
0.14	1.43621456912
0.16	1.42664082605
0.18	1.41595075877
0.2	1.40419541553
0.22	1.39142709747
0.24	1.37769817161
0.26	1.36305993996
0.28	1.34756160098
0.3	1.3312493364
0.32	1.31416555144
0.34	1.29634829129
0.36	1.27783084997
0.38	1.25864158134
0.4	1.23880391498
0.42	1.21833657263
0.44	1.19725397439
0.46	1.17556681775
0.48	1.15328280695
0.5	1.13040750593
0.52	1.10694528414
0.54	1.08290032257
0.56	1.05827764554
0.58	1.03308414426
0.6	1.00732955846
0.62	0.981027385244
0.64	0.954195686505
0.66	0.926857770795
0.68	0.899042729399
0.7	0.870785811696
0.72	0.842128629901
0.74	0.813119188736
0.76	0.783811740775
0.78	0.75426647329
0.8	0.724549037051
0.82	0.694729931669
0.84	0.664883765584
0.86	0.63508841161
0.88	0.605424081021
0.9	0.575972340446
0.92	0.54681509638
0.94	0.518033571907
0.96	0.489707299333
0.98	0.461913150938
1.0	0.434724428005
1.02	0.408210025833
1.04	0.382433689626
1.06	0.357453373161
1.08	0.333320708965
1.1	0.310080595592
1.12	0.287770904521
1.14	0.266422306228
1.16	0.246058212331
1.18	0.226694828257
1.2	0.20834130881
1.22	0.19100000729
1.24	0.174666807458
1.26	0.159331526667
1.28	0.144978377884
1.3	0.131586478072
1.32	0.119130390478
1.34	0.107580688743
1.36	0.0969045313627
1.38	0.0870662358743
1.4	0.0780278431244
1.42	0.0697496631063
1.44	0.0621907950555
1.46	0.0553096157325
1.48	0.0490642310736
1.5	0.043412887608
1.52	0.038314341206
1.54	0.0337281818064
1.56	0.0296151137655
1.58	0.0259371923464
1.6	0.0226580176337
1.62	0.0197428877987
1.64	0.0171589141621
1.66	0.0148751009007
1.68	0.0128623925355
1.7	0.0110936925216
1.72	0.00954385635098
1.74	0.00818966258531
1.76	0.0070097651689
1.78	0.00598463024637
1.8	0.00509646053381
1.82	0.00432911008023
1.84	0.00366799201584
1.86	0.00309998162738
1.88	0.00261331683488
1.9	0.0021974978771
1.92	0.00184318775115
1.94	0.00154211469976
1.96	0.00128697780225
1.98	0.00107135650476
2.0	0.000889624724421
2.02	0.000736869982091
2.04	0.000608817858839
2.06	0.000501761933732
2.08	0.000412499242894
2.1	0.000338271201942
2.12	0.000276709854249
2.14	0.000225789244534
2.16	0.000183781669419
2.18	0.000149218522126
2.2	0.000120855425614
2.22	9.76413356297e-05
2.24	7.86912906435e-05
2.26	6.32624880599e-05
2.28	5.0733373983e-05
2.3	4.05854460222e-05
2.32	3.23874839813e-05
