# mass number (A) = 40
# number of protons (Z) = 20
#relative orbital quantum number l = 0
# k (1/fm)	total two_body (fm^3)
0.0	0.684382859998
0.02	0.683723576442
0.04	0.68175856131
0.06	0.678525796509
0.08	0.67408686377
0.1	0.668524457239
0.12	0.661939084763
0.14	0.654445128225
0.16	0.646166463963
0.18	0.637231863135
0.2	0.627770397923
0.22	0.617907072613
0.24	0.607758879519
0.26	0.597431449907
0.28	0.587016431575
0.3	0.576589680221
0.32	0.566210303964
0.34	0.555920552448
0.36	0.545746496732
0.38	0.535699406227
0.4	0.525777696524
0.42	0.515969298637
0.44	0.506254286878
0.46	0.496607599691
0.48	0.487001694717
0.5	0.477408995368
0.52	0.467804009495
0.54	0.45816502971
0.56	0.448475357169
0.58	0.438724024148
0.6	0.428906023246
0.62	0.419022080633
0.64	0.409078035801
0.66	0.39908390953
0.68	0.389052754442
0.7	0.378999388347
0.72	0.368939109693
0.74	0.358886487386
0.76	0.348854305002
0.78	0.338852723103
0.8	0.328888704352
0.82	0.318965725812
0.84	0.309083782538
0.86	0.299239667611
0.88	0.289427497208
0.9	0.279639435863
0.92	0.269866567478
0.94	0.26009985199
0.96	0.250331105986
0.98	0.240553947769
1.0	0.230764652818
1.02	0.22096287381
1.04	0.211152189576
1.06	0.201340458754
1.08	0.191539965809
1.1	0.181767358712
1.12	0.172043388297
1.14	0.162392468686
1.16	0.152842085707
1.18	0.143422085796
1.2	0.134163881282
1.22	0.125099609283
1.24	0.11626128084
1.26	0.107679954571
1.28	0.099384965374
1.3	0.0914032338919
1.32	0.0837586769182
1.34	0.0764717330107
1.36	0.0695590116568
1.38	0.0630330686566
1.4	0.0569023052155
1.42	0.0511709837422
1.44	0.0458393496654
1.46	0.0409038457721
1.48	0.0363574036512
1.5	0.0321897957773
1.52	0.0283880315024
1.54	0.0249367806669
1.56	0.0218188095581
1.58	0.0190154154216
1.6	0.0165068475361
1.62	0.0142727048672
1.64	0.0122923024138
1.66	0.0105450004444
1.68	0.0090104928096
1.7	0.0076690523458
1.72	0.00650173300186
1.74	0.00549052970122
1.76	0.00461849807363
1.78	0.00386983705918
1.8	0.00322993800782
1.82	0.00268540429147
1.84	0.00222404563659
1.86	0.00183485140224
1.88	0.0015079469034
1.9	0.0012345366414
1.92	0.00100683798394
1.94	0.000818008462057
1.96	0.000662069446169
1.98	0.00053382854712
2.0	0.000428802679468
2.02	0.000343143334774
2.04	0.000273565253072
2.06	0.000217279357177
2.08	0.000171930530693
2.1	0.000135540578106
2.12	0.000106456503566
2.14	8.33040820319e-05
2.16	6.49465693405e-05
2.18	5.04483028722e-05
2.2	3.90428777315e-05
2.22	3.01055406295e-05
2.24	2.31294208341e-05
2.26	1.77052107979e-05
2.28	1.35039148444e-05
2.3	1.02622994435e-05
2.32	7.77070041142e-06
2.34	5.86286853099e-06
2.36	4.40756370603e-06
2.38	3.30163734313e-06
2.4	2.46437201992e-06
2.42	1.832875797e-06
2.44	1.35835515325e-06
2.46	1.00311508318e-06
2.48	7.38157171002e-07
2.5	5.41266369821e-07
2.52	3.95494783532e-07
2.54	2.87966070752e-07
2.56	2.08937307534e-07
2.58	1.51066436096e-07
2.6	1.08842982033e-07
2.62	7.81477394763e-08
2.64	5.59137949708e-08
2.66	3.98667693676e-08
2.68	2.83266716145e-08
2.7	2.00574321305e-08
2.72	1.41531525583e-08
2.74	9.95249247167e-09
2.76	6.97451523682e-09
2.78	4.87082281748e-09
2.8	3.38999732217e-09
2.82	2.35129776821e-09
2.84	1.62528544797e-09
2.86	1.1196127588e-09
2.88	7.68642862965e-10
2.9	5.25898912678e-10
2.92	3.58594118088e-10
2.94	2.43685407253e-10
2.96	1.65037855302e-10
2.98	1.11395457108e-10
3.0	7.49347704421e-11
3.02	5.02381186684e-11
3.04	3.35675382169e-11
3.06	2.23534092962e-11
3.08	1.48357046905e-11
3.1	9.81329066823e-12
3.12	6.46941668836e-12
3.14	4.25070960287e-12
3.16	2.78359107054e-12
3.18	1.81676570722e-12
3.2	1.18179915256e-12
3.22	7.66198726032e-13
3.24	4.95101093683e-13
3.26	3.18861975406e-13
3.28	2.04677268831e-13
3.3	1.30947179093e-13
3.32	8.34995095099e-14
3.34	5.30682183383e-14
3.36	3.36162628633e-14
3.38	2.12241450089e-14
3.4	1.33560583946e-14
3.42	8.37712899521e-15
3.44	5.23699690947e-15
3.46	3.26318022676e-15
3.48	2.02662229495e-15
3.5	1.25452391294e-15
3.52	7.74035326509e-16
3.54	4.76013911878e-16
3.56	2.91780878493e-16
3.58	1.78268085324e-16
3.6	1.08560344742e-16
3.62	6.58947628355e-17
3.64	3.98670284975e-17
3.66	2.40414859202e-17
3.68	1.44508831698e-17
3.7	8.65793397649e-18
3.72	5.17037543441e-18
3.74	3.07764791881e-18
3.76	1.8260217038e-18
3.78	1.07990153858e-18
3.8	6.36582467511e-19
3.82	3.74040408272e-19
3.84	2.19066887542e-19
3.86	1.27888158757e-19
3.88	7.44183971756e-20
3.9	4.31645932955e-20
3.92	2.49559052113e-20
3.94	1.43819670128e-20
3.96	8.26158690116e-21
3.98	4.73053014248e-21
4.0	2.69996550574e-21
4.02	1.53606494487e-21
4.04	8.71093524955e-22
4.06	4.92407557004e-22
4.08	2.77453500366e-22
4.1	1.55833967494e-22
4.12	8.72451516074e-23
4.14	4.86887417249e-23
4.16	2.70847409182e-23
4.18	1.50186363969e-23
4.2	8.30131301139e-24
4.22	4.57376999238e-24
4.24	2.51196659874e-24
4.26	1.37520094333e-24
4.28	7.50467634638e-25
4.3	4.08236666826e-25
4.32	2.21364008359e-25
4.34	1.19651371636e-25
4.36	6.44680784216e-26
4.38	3.46249244565e-26
4.4	1.85374798297e-26
4.42	9.89306744679e-27
4.44	5.26296321116e-27
4.46	2.79093318664e-27
4.48	1.47532918346e-27
4.5	7.77408799971e-28
4.52	4.08349122312e-28
4.54	2.13813969578e-28
4.56	1.11599799719e-28
4.58	5.80649755022e-29
4.6	3.01154369634e-29
4.62	1.557000563e-29
4.64	8.02441960177e-30
4.66	4.12253474107e-30
4.68	2.11125853351e-30
4.7	1.07781809468e-30
4.72	5.48500506732e-31
4.74	2.7825094691e-31
4.76	1.40709967123e-31
4.78	7.09319984544e-32
4.8	3.56442251522e-32
4.82	1.78552660738e-32
4.84	8.91608399483e-33
4.86	4.43826426506e-33
4.88	2.20233735055e-33
4.9	1.08939832574e-33
4.92	5.37182952111e-34
4.94	2.64052861887e-34
4.96	1.29387746766e-34
4.98	6.32018081549e-35
5.0	3.07751658559e-35
