# mass number (A) = 16
# number of protons (Z) = 8
#relative orbital quantum number l = 0
# k (1/fm)	total two_body (fm^3)
0.0	1.28581528446
0.02	1.2849960416
0.04	1.28254865264
0.06	1.27850384622
0.08	1.27291187882
0.1	1.26584113076
0.12	1.25737620529
0.14	1.24761559248
0.16	1.23666897365
0.18	1.2246542529
0.2	1.21169441051
0.22	1.19791427765
0.24	1.18343733284
0.26	1.16838261886
0.28	1.15286187277
0.3	1.13697695339
0.32	1.12081763949
0.34	1.10445985796
0.36	1.08796438661
0.38	1.07137605947
0.4	1.05472348587
0.42	1.03801927795
0.44	1.0212607648
0.46	1.00443115714
0.48	0.987501112765
0.5	0.970430642466
0.52	0.953171287051
0.54	0.935668490337
0.56	0.917864089537
0.58	0.899698843847
0.6	0.881114924033
0.62	0.862058290191
0.64	0.842480891389
0.66	0.822342629273
0.68	0.801613037503
0.7	0.78027263971
0.72	0.758313960145
0.74	0.735742172772
0.76	0.712575386048
0.78	0.688844571446
0.8	0.664593153775
0.82	0.639876290117
0.84	0.614759871657
0.86	0.589319288528
0.88	0.563638002128
0.9	0.537805971976
0.92	0.51191798524
0.94	0.486071936599
0.96	0.460367104285
0.98	0.43490246505
1.0	0.409775086782
1.02	0.385078632568
1.04	0.36090200458
1.06	0.337328150313
1.08	0.314433047709
1.1	0.29228487982
1.12	0.270943403891
1.14	0.250459514466
1.16	0.230874995261
1.18	0.212222450329
1.2	0.194525401466
1.22	0.177798535965
1.24	0.16204808666
1.26	0.147272324771
1.28	0.133462145291
1.3	0.120601724489
1.32	0.108669229533
1.34	0.0976375610744
1.36	0.0874751109717
1.38	0.0781465188636
1.4	0.0696134131861
1.42	0.0618351241696
1.44	0.0547693584264
1.46	0.0483728268037
1.48	0.0426018191947
1.5	0.0374127219247
1.52	0.0327624751095
1.54	0.0286089689993
1.56	0.0249113797474
1.58	0.0216304462627
1.6	0.0187286908239
1.62	0.0161705869422
1.64	0.0139226785738
1.66	0.0119536552111
1.68	0.0102343876449
1.7	0.00873792929565
1.72	0.00743948799491
1.74	0.00631637296531
1.76	0.00534792152927
1.78	0.00451540978691
1.8	0.00380195116334
1.82	0.00319238635168
1.84	0.00267316778465
1.86	0.00223224136865
1.88	0.0018589278205
1.9	0.00154380556734
1.92	0.00127859681154
1.94	0.00105605803109
1.96	0.000869875883263
1.98	0.000714569210158
2.0	0.000585397607573
2.02	0.000478276814509
2.04	0.000389701008361
2.06	0.000316671948244
2.08	0.000256634794327
2.1	0.000207420341565
2.12	0.000167193339385
2.14	0.000134406521747
2.16	0.00010775994194
2.18	8.61651907022e-05
2.2	6.87140723984e-05
2.22	5.46513196571e-05
2.24	4.33509400214e-05
2.26	3.42958069479e-05
2.28	2.70601302954e-05
2.3	2.12944669029e-05
2.32	1.67129588239e-05
2.34	1.308251431e-05
2.36	1.02136739855e-05
2.38	7.95293122681e-06
2.4	6.17630113378e-06
2.42	4.7839563434e-06
2.44	3.69577008425e-06
2.46	2.84762719879e-06
2.48	2.18838232236e-06
2.5	1.67736102108e-06
2.52	1.28231451251e-06
2.54	9.7775171103e-07
2.56	7.43583866051e-07
2.58	5.64027116163e-07
2.6	4.26716998582e-07
2.62	3.21996460228e-07
2.64	2.42345344737e-07
2.66	1.81924801978e-07
2.68	1.36214699834e-07
2.7	1.0172602009e-07
2.72	7.57734897056e-08
2.74	5.62964246065e-08
2.76	4.17180247653e-08
2.78	3.08352270686e-08
2.8	2.2732757773e-08
2.82	1.6716282806e-08
2.84	1.22605778963e-08
2.86	8.96947105183e-09
2.88	6.54498088131e-09
2.9	4.76361407744e-09
2.92	3.45821793458e-09
2.94	2.50412898209e-09
2.96	1.80863323703e-09
2.98	1.30297088428e-09
3.0	9.36289609366e-10
3.02	6.71085519448e-10
3.04	4.79776057056e-10
3.06	3.42131582423e-10
3.08	2.43356242743e-10
3.1	1.72658264633e-10
3.12	1.22188016941e-10
3.14	8.62515727571e-11
3.16	6.07300130664e-11
3.18	4.26519058242e-11
3.2	2.98794763302e-11
3.22	2.08789060484e-11
3.24	1.45526957376e-11
3.26	1.01176774619e-11
3.28	7.01650102002e-12
3.3	4.85359386815e-12
3.32	3.34896060301e-12
3.34	2.30494774331e-12
3.36	1.5824034936e-12
3.38	1.08362531034e-12
3.4	7.40197218481e-13
3.42	5.04339276902e-13
3.44	3.42772357453e-13
3.46	2.32379098163e-13
3.48	1.57143783984e-13
3.5	1.06000232969e-13
3.52	7.13224882725e-14
3.54	4.78692675184e-14
3.56	3.20478038796e-14
3.58	2.14018601117e-14
3.6	1.42566363614e-14
3.62	9.47317302252e-15
3.64	6.27895319626e-15
3.66	4.15138418327e-15
3.68	2.73787129436e-15
3.7	1.80114244773e-15
3.72	1.18194842805e-15
3.74	7.73686325068e-16
3.76	5.05181837982e-16
3.78	3.29039041232e-16
3.8	2.13778734001e-16
3.82	1.38547726653e-16
3.84	8.95679429213e-17
3.86	5.7759648443e-17
3.88	3.71548638076e-17
3.9	2.38411081157e-17
3.92	1.52600959739e-17
3.94	9.74335629894e-18
3.96	6.20555767321e-18
3.98	3.94252427383e-18
4.0	2.49855936587e-18
4.02	1.57952720466e-18
4.04	9.96063638707e-19
4.06	6.26570572178e-19
4.08	3.93166239876e-19
4.1	2.46096900588e-19
4.12	1.53659758145e-19
4.14	9.57058740446e-20
4.16	5.94623208564e-20
4.18	3.68527832634e-20
4.2	2.27837004038e-20
4.22	1.40508990039e-20
4.24	8.64390913005e-21
4.26	5.30448035096e-21
4.28	3.24715041728e-21
4.3	1.98284703104e-21
