# mass number (A) = 27
# number of protons (Z) = 13
#relative orbital quantum number l = 3
# k (1/fm)	total two_body (fm^3)
2.62	5.57422549374e-10
2.64	3.9499359821e-10
2.66	2.79117066158e-10
2.68	1.96686134062e-10
2.7	1.38214091211e-10
2.72	9.68550644196e-11
2.74	6.7683683751e-11
2.76	4.71669170174e-11
2.78	3.2778045239e-11
2.8	2.27154254464e-11
2.82	1.56982475269e-11
2.84	1.08186768651e-11
2.86	7.43515474731e-12
2.88	5.09564267572e-12
2.9	3.48258092883e-12
2.92	2.37354226941e-12
2.94	1.6131933703e-12
2.96	1.09337665045e-12
2.98	7.39004821782e-13
3.0	4.98102888789e-13
3.02	3.34799931501e-13
3.04	2.24412152346e-13
3.06	1.5000381011e-13
3.08	9.998925095e-14
3.1	6.64660149182e-14
3.12	4.4059692519e-14
3.14	2.91258743822e-14
3.16	1.92004922487e-14
3.18	1.2622396705e-14
3.2	8.27499135204e-15
3.22	5.40990602079e-15
3.24	3.52702492317e-15
3.26	2.29310614085e-15
3.28	1.48674604242e-15
3.3	9.61272708495e-16
3.32	6.198031833e-16
3.34	3.98527725812e-16
3.36	2.55541244892e-16
3.38	1.63403507711e-16
3.4	1.04198105586e-16
3.42	6.62607770162e-17
3.44	4.20195745953e-17
3.46	2.65732929335e-17
3.48	1.67586050184e-17
3.5	1.05397252575e-17
3.52	6.61027940012e-18
3.54	4.13437255886e-18
3.56	2.57868820038e-18
3.58	1.60393826906e-18
3.6	9.94892644342e-19
3.62	6.15410219384e-19
3.64	3.79623648748e-19
3.66	2.33529657554e-19
3.68	1.43262065771e-19
3.7	8.76437422529e-20
3.72	5.3470138159e-20
3.74	3.25313839883e-20
3.76	1.9737619099e-20
3.78	1.19423040867e-20
3.8	7.20580942802e-21
3.82	4.33589592485e-21
3.84	2.60181552415e-21
3.86	1.55695431378e-21
3.88	9.29131311475e-22
3.9	5.52942944775e-22
3.92	3.28160030391e-22
3.94	1.94219718228e-22
3.96	1.14631339297e-22
3.98	6.74708153455e-23
4.0	3.96032866033e-23
4.02	2.31819150305e-23
4.04	1.35322599579e-23
4.06	7.87760908235e-24
4.08	4.57321604583e-24
4.1	2.64759979128e-24
4.12	1.52857379573e-24
4.14	8.80083865976e-25
4.16	5.05318745433e-25
4.18	2.89341402303e-25
4.2	1.65218889458e-25
4.22	9.40833730663e-26
4.24	5.34281630389e-26
4.26	3.02574208667e-26
4.28	1.70882656342e-26
4.3	9.62428774127e-27
4.32	5.40559939697e-27
4.34	3.02777692973e-27
4.36	1.69125372059e-27
4.38	9.42103542505e-28
4.4	5.23351653766e-28
4.42	2.89930407445e-28
4.44	1.60176662241e-28
4.46	8.82490682567e-29
4.48	4.84871367464e-29
4.5	2.65673706607e-29
4.52	1.4516982065e-29
4.54	7.91060933787e-30
4.56	4.29882205684e-30
4.58	2.32967336136e-30
4.6	1.25906088789e-30
4.62	6.78585639893e-31
4.64	3.647278507e-31
4.66	1.95496783887e-31
4.68	1.04500129904e-31
4.7	5.57058315677e-32
4.72	2.96135999658e-32
4.74	1.56995988182e-32
4.76	8.30028112572e-33
4.78	4.37626929312e-33
4.8	2.30103039119e-33
4.82	1.20655699155e-33
4.84	6.30929138065e-34
4.86	3.2901877071e-34
4.88	1.71107166513e-34
4.9	8.8740780388e-35
4.92	4.58971684236e-35
4.94	2.36731599576e-35
4.96	1.21768328965e-35
4.98	6.2462637293e-36
5.0	3.19531904091e-36
