# mass number (A) = 27
# number of protons (Z) = 13
#relative orbital quantum number l = 3
# k (1/fm)	total two_body (fm^3)
0.0	1.16206208647
0.02	1.16084964105
0.04	1.15721920262
0.06	1.1511914114
0.08	1.14280049046
0.1	1.13209398057
0.12	1.1191323709
0.14	1.10398862737
0.16	1.08674762121
0.18	1.0675054612
0.2	1.04636873368
0.22	1.0234536555
0.24	0.998885146142
0.26	0.972795826155
0.28	0.945324950338
0.3	0.916617285068
0.32	0.886821940356
0.34	0.856091168127
0.36	0.82457913918
0.38	0.792440711962
0.4	0.759830206851
0.42	0.726900199981
0.44	0.69380035067
0.46	0.660676276349
0.48	0.627668488384
0.5	0.594911401456
0.52	0.562532428102
0.54	0.530651168754
0.56	0.49937870612
0.58	0.46881701102
0.6	0.439058464959
0.62	0.410185502753
0.64	0.382270376518
0.66	0.355375040302
0.68	0.329551152675
0.7	0.304840192705
0.72	0.281273683015
0.74	0.258873512041
0.76	0.237652346262
0.78	0.217614122071
0.8	0.198754606081
0.82	0.18106201208
0.84	0.164517662518
0.86	0.149096682371
0.88	0.134768713389
0.9	0.121498637197
0.92	0.10924729632
0.94	0.0979722030376
0.96	0.0876282269282
0.98	0.0781682530428
1.0	0.0695438037996
1.02	0.0617056189043
1.04	0.0546041888128
1.06	0.0481902384624
1.08	0.0424151591547
1.1	0.0372313875736
1.12	0.0325927319311
1.14	0.0284546461421
1.16	0.0247744537328
1.18	0.0215115238633
1.2	0.0186274024051
1.22	0.0160859014516
1.24	0.013853150958
1.26	0.0118976164142
1.28	0.01019008656
1.3	0.00870363516038
1.32	0.00741356079257
1.34	0.00629730845021
1.36	0.0053343765778
1.38	0.00450621290149
1.4	0.00379610214725
1.42	0.00318904843696
1.44	0.00267165484116
1.46	0.00223200225045
1.48	0.00185952941586
1.5	0.00154491570609
1.52	0.00127996784377
1.54	0.00105751161593
1.56	0.000871289310099
1.58	0.000715863407922
1.6	0.000586526873924
1.62	0.000479220208791
1.64	0.000390455292879
1.66	0.000317245926422
1.68	0.000257044875965
1.7	0.000207687160542
1.72	0.000167339253784
1.74	0.000134453837528
1.76	0.000107729716459
1.78	8.60764896338e-05
1.8	6.85835715548e-05
1.82	5.44931607218e-05
1.84	4.31767656526e-05
1.86	3.41149156015e-05
1.88	2.6879704226e-05
1.9	2.11198380539e-05
1.92	1.65478867384e-05
1.94	1.29294579087e-05
1.96	1.00740452088e-05
1.98	7.82732332836e-06
2.0	6.06468802733e-06
2.02	4.68586204015e-06
2.04	3.61040909394e-06
2.06	2.77401796719e-06
2.08	2.12543648495e-06
2.1	1.62395158918e-06
2.12	1.23732617734e-06
2.14	9.40116335178e-07
2.16	7.12303996858e-07
2.18	5.38190052344e-07
2.2	4.05501607368e-07
2.22	3.04674604963e-07
2.24	2.2827946033e-07
2.26	1.70562859765e-07
2.28	1.27083540647e-07
2.3	9.44238072774e-08
2.32	6.99618425084e-08
2.34	5.16926346824e-08
2.36	3.80876317945e-08
2.38	2.79851296153e-08
2.4	2.05049591214e-08
2.42	1.49823145426e-08
2.44	1.09166030598e-08
2.46	7.93204053393e-09
2.48	5.74739864597e-09
2.5	4.15285630928e-09
2.52	2.99234643976e-09
2.54	2.15013844954e-09
2.56	1.54067403853e-09
2.58	1.10089295496e-09
2.6	7.84457850759e-10
