# mass number (A) = 56
# number of protons (Z) = 26
#relative orbital quantum number l = 1
# k (1/fm)	relative two_body (fm^3)
0.0	0.0
0.02	0.0102570763888
0.04	0.0407627503653
0.06	0.0907292545203
0.08	0.158872929097
0.1	0.243456858694
0.12	0.342348046341
0.14	0.453086760168
0.16	0.57296522003
0.18	0.699112462709
0.2	0.828582048128
0.22	0.958439250515
0.24	1.08584451396
0.26	1.20813022951
0.28	1.32286829158
0.3	1.42792639071
0.32	1.52151156697
0.34	1.60220015428
0.36	1.66895385591
0.38	1.72112227781
0.4	1.75843277919
0.42	1.78096895795
0.44	1.78913945399
0.46	1.7836390145
0.48	1.76540391851
0.5	1.73556390271
0.52	1.69539267593
0.54	1.64625896503
0.56	1.58957981785
0.58	1.52677761543
0.6	1.45924193568
0.62	1.38829708343
0.64	1.31517577451
0.66	1.24099915062
0.68	1.16676302107
0.7	1.09332998615
0.72	1.02142690272
0.74	0.95164700869
0.76	0.884455929984
0.78	0.820200748571
0.8	0.759121309442
0.82	0.701362980754
0.84	0.646990148141
0.86	0.595999813044
0.88	0.548334768202
0.9	0.503895933582
0.92	0.462553546497
0.94	0.424157004823
0.96	0.388543257784
0.98	0.355543721621
1.0	0.324989765691
1.02	0.296716867478
1.04	0.2705675728
1.06	0.24639342116
1.08	0.224056007354
1.1	0.203427350963
1.12	0.184389737481
1.14	0.166835180634
1.16	0.1506646371
1.18	0.135787084113
1.2	0.122118549061
1.22	0.109581159298
1.24	0.0981022611057
1.26	0.0876136396718
1.28	0.0780508574381
1.3	0.0693527164987
1.32	0.0614608417156
1.34	0.0543193747817
1.36	0.0478747652715
1.38	0.0420756424419
1.4	0.0368727508151
1.42	0.0322189330342
1.44	0.0280691447781
1.46	0.0243804883744
1.48	0.021112253893
1.5	0.0182259587423
1.52	0.0156853789723
1.54	0.0134565675045
1.56	0.0115078562902
1.58	0.00980984091074
1.6	0.00833534736208
1.62	0.00705938172512
1.64	0.00595906412827
1.66	0.00501354889244
1.68	0.00420393304268
1.7	0.0035131555088
1.72	0.00292588935195
1.74	0.00242842927467
1.76	0.00200857652424
1.78	0.00165552310468
1.8	0.00135973699088
1.82	0.0011128498012
1.84	0.00090754814651
1.86	0.00073746963971
1.88	0.000597104328938
1.9	0.000481702112266
1.92	0.000387186505872
1.94	0.000310074972301
1.96	0.000247405871468
1.98	0.000196671974445
2.0	0.000155760378134
2.02	0.000122898576732
2.04	9.66063820108e-05
2.06	7.56533373988e-05
2.08	5.90212388365e-05
2.1	4.58713566949e-05
2.12	3.55159457677e-05
2.14	2.73936327248e-05
2.16	2.1048280668e-05
2.18	1.61109469244e-05
2.2	1.22845714148e-05
2.22	9.33105748363e-06
2.24	7.06043374298e-06
2.26	5.3218132409e-06
2.28	3.99589422097e-06
2.3	2.98877419956e-06
2.32	2.22687548289e-06
2.34	1.65280516924e-06
2.36	1.22199584143e-06
2.38	8.99994373614e-07
2.4	6.60285467421e-07
2.42	4.82553685393e-07
2.44	3.51302912027e-07
2.46	2.54765438576e-07
2.48	1.84044360925e-07
2.5	1.32442845692e-07
2.52	9.4942213953e-08
2.54	6.77978737816e-08
2.56	4.82280588745e-08
2.58	3.4175250529e-08
2.6	2.41242139919e-08
2.62	1.69638956082e-08
2.64	1.18831193139e-08
2.66	8.29219178664e-09
2.68	5.76426402322e-09
2.7	3.99168010035e-09
2.72	2.75363691258e-09
2.74	1.89233705304e-09
2.76	1.29548687294e-09
2.78	8.83511311179e-10
2.8	6.00257624612e-10
2.82	4.06267103718e-10
2.84	2.73927719917e-10
2.86	1.83997799214e-10
2.88	1.23124245113e-10
2.9	8.20787695118e-11
2.92	5.451002786e-11
2.94	3.60646975839e-11
2.96	2.37711682887e-11
2.98	1.5609288879e-11
3.0	1.02113247238e-11
3.02	6.65502128614e-12
3.04	4.32102932888e-12
3.06	2.79510023711e-12
3.08	1.80128305845e-12
3.1	1.15649280031e-12
3.12	7.39745396286e-13
3.14	4.71413420821e-13
3.16	2.99298058733e-13
3.18	1.89317204286e-13
3.2	1.19306035383e-13
3.22	7.49070689162e-14
3.24	4.68568559004e-14
3.26	2.92021825476e-14
3.28	1.81322277342e-14
3.3	1.12171504782e-14
3.32	6.91371189262e-15
3.34	4.24560088426e-15
3.36	2.59757439198e-15
3.38	1.58343241803e-15
3.4	9.6169094479e-16
3.42	5.81939325877e-16
3.44	3.50855089328e-16
3.46	2.10759635046e-16
3.48	1.26141603693e-16
3.5	7.52215296921e-17
3.52	4.46931027958e-17
3.54	2.64578770922e-17
3.56	1.56058423779e-17
3.58	9.17146560254e-18
3.6	5.37045549657e-18
3.62	3.13332821244e-18
3.64	1.82148061976e-18
3.66	1.05503923815e-18
3.68	6.0889097063e-19
3.7	3.50137619905e-19
3.72	2.00617018415e-19
3.74	1.14532288799e-19
3.76	6.5150938742e-20
3.78	3.69272839144e-20
3.8	2.0854960159e-20
3.82	1.17356734971e-20
3.84	6.58028422306e-21
3.86	3.67638152697e-21
3.88	2.04661935417e-21
3.9	1.13526024698e-21
3.92	6.27475672666e-22
3.94	3.45575307285e-22
3.96	1.89641806415e-22
3.98	1.0369844429e-22
4.0	5.65012902828e-23
#normalisation = 0.385039767295
#sigma**2 n(k)k**2 = 0.177145363936
#kurtosis n(k)k**2 = -0.151675461687
#skewness n(k)k**2 = 1.0496151763
