# mass number (A) = 109
# number of protons (Z) = 47
#relative orbital quantum number l = 0
# k (1/fm)	relative two_body (fm^3)
0.0	3.34387230495
0.02	3.33246809702
0.04	3.29851795922
0.06	3.24279911192
0.08	3.16657334449
0.1	3.07153852716
0.12	2.95976435687
0.14	2.83361567828
0.16	2.69566728845
0.18	2.54861445327
0.2	2.39518342122
0.22	2.23804602138
0.24	2.07974200175
0.26	1.92261213999
0.28	1.76874439301
0.3	1.61993450237
0.32	1.47766160106
0.34	1.34307853082
0.36	1.21701583121
0.38	1.09999774227
0.4	0.992268101362
0.42	0.893823726893
0.44	0.804452768171
0.46	0.723775550604
0.48	0.651285637235
0.5	0.586389131732
0.52	0.528440630412
0.54	0.476774656204
0.56	0.430731841445
0.58	0.389679538962
0.6	0.353026907411
0.62	0.320234819769
0.64	0.290821172715
0.66	0.264362326164
0.68	0.240491479149
0.7	0.218894798613
0.72	0.199306072926
0.74	0.181500575651
0.76	0.165288711578
0.78	0.150509889902
0.8	0.137026940714
0.82	0.124721270489
0.84	0.113488847113
0.86	0.103237019611
0.88	0.0938821140883
0.9	0.0853477051212
0.92	0.0775634391068
0.94	0.0704642796982
0.96	0.0639900517921
0.98	0.0580851756285
1.0	0.0526985027743
1.02	0.04778318789
1.04	0.0432965516867
1.06	0.0391999095583
1.08	0.035458355926
1.1	0.032040505881
1.12	0.0289182032984
1.14	0.026066208645
1.16	0.0234618808479
1.18	0.0210848665987
1.2	0.0189168080896
1.22	0.0169410770914
1.24	0.0151425400586
1.26	0.0135073559768
1.28	0.0120228062311
1.3	0.0106771539826
1.32	0.00945952942232
1.34	0.00835983675671
1.36	0.00736867876004
1.38	0.00647729506173
1.4	0.00567751089487
1.42	0.00496169368298
1.44	0.00432271549481
1.46	0.00375391997867
1.48	0.00324909285975
1.5	0.00280243542886
1.52	0.00240854067421
1.54	0.00206237182533
1.56	0.00175924311616
1.58	0.00149480255952
1.6	0.00126501648321
1.62	0.00106615553105
1.64	0.000894781796052
1.66	0.000747736736571
1.68	0.000622129534953
1.7	0.000515325590616
1.72	0.000424934891709
1.74	0.000348800075765
1.76	0.000284984062874
1.78	0.000231757218294
1.8	0.000187584069077
1.82	0.000151109656931
1.84	0.000121145654026
1.86	9.66563985866e-05
1.88	7.67450228563e-05
1.9	6.063984847e-05
1.92	4.76812154687e-05
1.94	3.73088934641e-05
1.96	2.90501994725e-05
1.98	2.25089192237e-05
2.0	1.73550996162e-05
2.02	1.33157513944e-05
2.04	1.01664745813e-05
2.06	7.72399579813e-06
2.08	5.8395870015e-06
2.1	4.39331966624e-06
2.12	3.28909702156e-06
2.14	2.45039937653e-06
2.16	1.81667343316e-06
2.18	1.34029528317e-06
2.2	9.84037969372e-07
2.22	7.18977516852e-07
2.24	5.22775689428e-07
2.26	3.78282944241e-07
2.28	2.72410748483e-07
2.3	1.95228268239e-07
2.32	1.39244190525e-07
2.34	9.88399132408e-08
2.36	6.9825409228e-08
2.38	4.90936646621e-08
2.4	3.43536730754e-08
2.42	2.39255297794e-08
2.44	1.65842350253e-08
2.46	1.14414111369e-08
2.48	7.85631164447e-09
2.5	5.36929651255e-09
2.52	3.65241543117e-09
2.54	2.47292799746e-09
2.56	1.66653953807e-09
2.58	1.11788426301e-09
2.6	7.46378725246e-10
2.62	4.96028763324e-10
2.64	3.28128212444e-10
2.66	2.16059408499e-10
2.68	1.41611779159e-10
2.7	9.23901649751e-11
2.72	6.00006214464e-11
2.74	3.8787587493e-11
2.76	2.49597407854e-11
2.78	1.59882461214e-11
2.8	1.01947857366e-11
2.82	6.47105184772e-12
2.84	4.0887827845e-12
2.86	2.57180701346e-12
2.88	1.61031410743e-12
2.9	1.00372173103e-12
2.92	6.2280072138e-13
2.94	3.84698420163e-13
2.96	2.36553623538e-13
2.98	1.44803491038e-13
3.0	8.82411044114e-14
3.02	5.35312639418e-14
3.04	3.23288936384e-14
3.06	1.9436722359e-14
3.08	1.16333841384e-14
3.1	6.93173428648e-15
3.12	4.11180436655e-15
3.14	2.42817246206e-15
3.16	1.4275290945e-15
3.18	8.35507821025e-16
3.2	4.86830636456e-16
3.22	2.82402664409e-16
3.24	1.63089059225e-16
3.26	9.37664812798e-17
3.28	5.36708823751e-17
3.3	3.05843825492e-17
3.32	1.73513022279e-17
3.34	9.80025303826e-18
3.36	5.51082749503e-18
3.38	3.08512018356e-18
3.4	1.71950921328e-18
3.42	9.54147378134e-19
3.44	5.27116137936e-19
3.46	2.8992015254e-19
3.48	1.58757065123e-19
3.5	8.65509005653e-20
3.52	4.69780821426e-20
3.54	2.53866509453e-20
3.56	1.36585072304e-20
3.58	7.31627470973e-21
3.6	3.90181743205e-21
3.62	2.07174013021e-21
3.64	1.09520700444e-21
3.66	5.76435796919e-22
3.68	3.02065171804e-22
3.7	1.57596482578e-22
3.72	8.18633864451e-23
3.74	4.23381002332e-23
3.76	2.18008108939e-23
3.78	1.11767281077e-23
3.8	5.70503890591e-24
3.82	2.89938268603e-24
3.84	1.46708943863e-24
3.86	7.39116442807e-25
3.88	3.70745132937e-25
3.9	1.85159271888e-25
3.92	9.20712342049e-26
3.94	4.5583958487e-26
3.96	2.24703971565e-26
3.98	1.10286197754e-26
4.0	5.38944866917e-27
#normalisation = 0.112868878059
#sigma**2 n(k)k**2 = 0.0465606712922
#kurtosis n(k)k**2 = 13.7779691111
#skewness n(k)k**2 = 3.63354095432
