2155
101040 0
101050 -0.0964391
101060 -2.25749e-18
101840 0.0646324
101850 -0.145573
101860 -0.0254851
102640 0.180536
102650 -0.122769
102660 -0.0473655
103460 -0.0510922
106660 0.131765
107440 0.083896
110940 -0.0247735
110950 0.0886214
110960 0.0260701
111740 -0.130792
111750 0.121744
111760 0.0752695
112560 0.14251
115760 -0.0405933
116540 0.0295701
116550 0.0772638
116560 -0.15849
117340 -0.131701
120840 0.0563503
120850 -0.0659827
120860 -0.0491049
121660 -0.143695
124860 -0.0998689
125640 -0.0991724
125650 -0.0391451
125660 -0.0035527
126440 -0.0315211
126450 -0.123161
126460 0.0837192
127240 0.12701
130760 0.0772524
133960 0.11486
134740 0.0145238
134750 -0.0576029
134760 0.0933078
135540 0.0854017
135550 0.0292734
135560 0.051399
136340 0.0412145
136350 0.115472
136360 0.0425346
137140 -0.0634162
143060 0.0225653
143840 0.0970466
143850 0.0861856
143860 -0.0568165
144640 -0.0118431
144650 0.0988101
144660 -0.0661622
145440 -0.0795546
145450 0.00990931
145460 -0.0674081
146240 -0.0583324
146250 -0.0588698
146260 -0.113655
147040 -0.0141702
152160 -0.155135
152940 -0.0598561
152950 0.00730097
152960 -0.047369
153740 -0.0676735
153750 -0.0980889
153760 0.00134355
154540 0.0118871
154550 -0.118871
154560 0.00959536
155340 0.0737153
155350 -0.0491767
155360 0.0288921
156140 0.0818293
156150 0.00199704
156160 0.0727127
161260 0.143695
162040 -0.0810774
162050 -0.119341
162060 0.105015
162840 0.0447014
162850 -0.0428456
162860 0.0565037
163640 0.0560993
163650 0.0727745
163660 0.0443375
164440 -0.00796697
164450 0.102485
164460 0.0527323
165240 -0.0705581
165250 0.054873
165260 0.0417152
166060 0.0211057
16760 -0.075346
171140 0.130792
171150 0.121744
171160 -0.0752695
171940 0.0371166
171950 0.166422
171960 -0.0578053
172740 -0.049835
172750 0.0835429
172760 -0.0389384
173540 -0.0581147
173550 -0.0241877
173560 -0.0578018
174340 -0.0094529
174350 -0.0553891
174360 -0.0867895
175160 -0.101225
17540 -0.0443394
17550 0.0362777
17560 -0.122786
181040 -0.0646324
181050 -0.145573
181060 0.0254851
181840 2.36039e-17
181850 -0.183337
181860 1.31133e-18
182640 0.0686619
182650 -0.109039
182660 -0.00523708
18340 -0.12258
183440 0.0887829
183450 -0.0197738
183460 0.0292836
184260 0.0777897
190940 0.0238616
190950 0.13928
190960 0.0184283
191740 -0.0371166
191750 0.166422
191760 0.0578053
192540 -0.112244
192550 0.10212
192560 0.0653742
193360 0.0403496
200840 0.00745667
200850 -0.110927
200860 -0.0507966
201640 0.0810774
201650 -0.119341
201660 -0.105015
202460 -0.145539
205660 0.0631829
206440 -0.026191
210740 -0.0341309
210750 0.0703687
210760 0.0692861
211560 0.155135
214760 0.0769963
215540 0.119661
215550 0.0675781
215560 -0.0606971
216340 0.0101242
220660 -0.085895
223860 -0.115056
224640 -0.0195536
224650 0.0210899
224660 -0.0478667
225440 -0.0730132
225450 -0.103331
225460 0.0235207
226240 0.0271429
232960 -0.00885998
233740 -0.125915
233750 -0.0862779
233760 0.0438033
234540 -0.00119732
234550 -0.0249615
234560 0.0151684
235340 0.0197428
235350 0.100998
235360 0.0203752
236140 -0.0580419
242060 0.145539
242840 0.0779236
242850 0.0187921
242860 0.0237252
243640 0.0754487
243650 0.0929729
243660 0.00569476
244440 0.0145945
244450 0.024554
244460 0.0123662
245240 0.020695
245250 -0.0640879
245260 -0.0392574
246040 0.053994
251160 -0.14251
251940 0.112244
251950 0.10212
251960 -0.0653742
252740 -0.0323162
252750 -0.0103594
252760 -0.0191955
253540 -0.0367555
253550 -0.0773673
253560 -0.0296693
254340 -0.0103848
254350 -0.024622
254360 -0.0244888
255140 -0.0262626
255150 0.0198571
255160 0.0252279
