#t_1	t_2n_1	l_1	n_2	l_2	d_1	d_2	p? 	numbr of states
0	0	0	0	0	0	2	2	2.0	1.0

0	0	0	0	0	1	2	4	10.0	0.666666666667

0	0	0	0	0	1	2	2	14.0	0.333333333333

0	1	0	0	0	0	2	2	18.0	1.0

0	1	0	0	0	1	2	4	26.0	0.666666666667

0	1	0	0	0	1	2	2	30.0	0.333333333333

0	0	0	1	0	0	4	2	38.0	0.666666666667

0	0	0	1	0	1	4	4	50.0	0.4

0	0	0	1	0	1	4	2	58.0	0.222222222222

0	1	0	1	0	0	4	2	66.0	0.666666666667

0	1	0	1	0	1	4	4	82.0	0.444444444444

0	1	0	1	0	1	4	2	90.0	0.222222222222

0	0	0	1	0	0	2	2	94.0	0.333333333333

0	0	0	1	0	1	2	4	102.0	0.222222222222

0	0	0	1	0	1	2	2	104.0	0.0666666666667

0	1	0	1	0	0	2	2	108.0	0.333333333333

0	1	0	1	0	1	2	4	116.0	0.222222222222

0	1	0	1	0	1	2	2	120.0	0.111111111111

1	0	0	0	0	0	2	2	124.0	1.0

1	0	0	0	0	1	2	4	132.0	0.666666666667

1	0	0	0	0	1	2	2	136.0	0.333333333333

1	1	0	0	0	0	2	2	138.0	1.0

1	1	0	0	0	1	2	4	146.0	0.666666666667

1	1	0	0	0	1	2	2	150.0	0.333333333333

1	0	0	1	0	0	4	2	158.0	0.666666666667

1	0	0	1	0	1	4	4	174.0	0.444444444444

1	0	0	1	0	1	4	2	182.0	0.222222222222

1	1	0	1	0	0	4	2	190.0	0.666666666667

1	1	0	1	0	1	4	4	202.0	0.4

1	1	0	1	0	1	4	2	210.0	0.222222222222

1	0	0	1	0	0	2	2	214.0	0.333333333333

1	0	0	1	0	1	2	4	222.0	0.222222222222

1	0	0	1	0	1	2	2	226.0	0.111111111111

1	1	0	1	0	0	2	2	230.0	0.333333333333

1	1	0	1	0	1	2	4	238.0	0.222222222222

1	1	0	1	0	1	2	2	240.0	0.0666666666667

